"GRUPEDAD";"DEPARTAMENTO";"VALOR";"ANO";"SEXO";"SEXO_ID";"CODDEP";"LINK"
"18.TOTAL";"Colón";31287,0000005635;2010;"Varones";1;8;"30008"
"1.0-4";"Colón";2692,05452967478;2010;"Varones";1;8;"30008"
"2.5-9";"Colón";2713,42806614522;2010;"Varones";1;8;"30008"
"3.10-14";"Colón";2819,1489219832;2010;"Varones";1;8;"30008"
"4.15-19";"Colón";2701,85495048384;2010;"Varones";1;8;"30008"
"5.20-24";"Colón";2522,9553418672;2010;"Varones";1;8;"30008"
"6.25-29";"Colón";2338,57824588301;2010;"Varones";1;8;"30008"
"7.30-34";"Colón";2268,1633903589;2010;"Varones";1;8;"30008"
"8.35-39";"Colón";2136,99674278914;2010;"Varones";1;8;"30008"
"9.40-44";"Colón";1954,91941152518;2010;"Varones";1;8;"30008"
"10.45-49";"Colón";1817,19691837878;2010;"Varones";1;8;"30008"
"11.50-54";"Colón";1640,55812005796;2010;"Varones";1;8;"30008"
"12.55-59";"Colón";1475,77692611511;2010;"Varones";1;8;"30008"
"13.60-64";"Colón";1244,46480365515;2010;"Varones";1;8;"30008"
"14.65-69";"Colón";1061,47864313386;2010;"Varones";1;8;"30008"
"15.70-74";"Colón";812,4018456648;2010;"Varones";1;8;"30008"
"16.75-79";"Colón";548,211277930426;2010;"Varones";1;8;"30008"
"17.80 y más";"Colón";538,811864916987;2010;"Varones";1;8;"30008"
"18.TOTAL";"Colón";31968,0000006008;2011;"Varones";1;8;"30008"
"1.0-4";"Colón";2742,48776515575;2011;"Varones";1;8;"30008"
"2.5-9";"Colón";2720,1490922114;2011;"Varones";1;8;"30008"
"3.10-14";"Colón";2833,81424430892;2011;"Varones";1;8;"30008"
"4.15-19";"Colón";2769,61841292045;2011;"Varones";1;8;"30008"
"5.20-24";"Colón";2597,88771600248;2011;"Varones";1;8;"30008"
"6.25-29";"Colón";2368,1474665698;2011;"Varones";1;8;"30008"
"7.30-34";"Colón";2314,36694960566;2011;"Varones";1;8;"30008"
"8.35-39";"Colón";2227,78758324215;2011;"Varones";1;8;"30008"
"9.40-44";"Colón";2010,61357937618;2011;"Varones";1;8;"30008"
"10.45-49";"Colón";1849,17200917891;2011;"Varones";1;8;"30008"
"11.50-54";"Colón";1675,8763427994;2011;"Varones";1;8;"30008"
"12.55-59";"Colón";1504,49208255886;2011;"Varones";1;8;"30008"
"13.60-64";"Colón";1283,74498582111;2011;"Varones";1;8;"30008"
"14.65-69";"Colón";1102,9125557499;2011;"Varones";1;8;"30008"
"15.70-74";"Colón";844,465971711659;2011;"Varones";1;8;"30008"
"16.75-79";"Colón";565,641147032205;2011;"Varones";1;8;"30008"
"17.80 y más";"Colón";556,822096355936;2011;"Varones";1;8;"30008"
"18.TOTAL";"Colón";32658,0000006348;2012;"Varones";1;8;"30008"
"1.0-4";"Colón";2795,55747447661;2012;"Varones";1;8;"30008"
"2.5-9";"Colón";2731,89588657918;2012;"Varones";1;8;"30008"
"3.10-14";"Colón";2840,52533621725;2012;"Varones";1;8;"30008"
"4.15-19";"Colón";2824,83113628059;2012;"Varones";1;8;"30008"
"5.20-24";"Colón";2684,51444315931;2012;"Varones";1;8;"30008"
"6.25-29";"Colón";2403,94296996069;2012;"Varones";1;8;"30008"
"7.30-34";"Colón";2348,9447059297;2012;"Varones";1;8;"30008"
"8.35-39";"Colón";2318,50927610415;2012;"Varones";1;8;"30008"
"9.40-44";"Colón";2078,31397871315;2012;"Varones";1;8;"30008"
"10.45-49";"Colón";1878,24448577032;2012;"Varones";1;8;"30008"
"11.50-54";"Colón";1715,11452942048;2012;"Varones";1;8;"30008"
"12.55-59";"Colón";1530,73158673506;2012;"Varones";1;8;"30008"
"13.60-64";"Colón";1322,48019821279;2012;"Varones";1;8;"30008"
"14.65-69";"Colón";1144,47170636386;2012;"Varones";1;8;"30008"
"15.70-74";"Colón";879,130687859898;2012;"Varones";1;8;"30008"
"16.75-79";"Colón";584,043125855236;2012;"Varones";1;8;"30008"
"17.80 y más";"Colón";576,748472996524;2012;"Varones";1;8;"30008"
"18.TOTAL";"Colón";33359,0000006757;2013;"Varones";1;8;"30008"
"1.0-4";"Colón";2849,50439886469;2013;"Varones";1;8;"30008"
"2.5-9";"Colón";2749,95677854676;2013;"Varones";1;8;"30008"
"3.10-14";"Colón";2842,28544083589;2013;"Varones";1;8;"30008"
"4.15-19";"Colón";2868,66415843233;2013;"Varones";1;8;"30008"
"5.20-24";"Colón";2777,08872504492;2013;"Varones";1;8;"30008"
"6.25-29";"Colón";2447,20347268863;2013;"Varones";1;8;"30008"
"7.30-34";"Colón";2375,60942573516;2013;"Varones";1;8;"30008"
"8.35-39";"Colón";2405,19096668321;2013;"Varones";1;8;"30008"
"9.40-44";"Colón";2156,42387691015;2013;"Varones";1;8;"30008"
"10.45-49";"Colón";1908,61408149768;2013;"Varones";1;8;"30008"
"11.50-54";"Colón";1756,2440669612;2013;"Varones";1;8;"30008"
"12.55-59";"Colón";1556,35324993092;2013;"Varones";1;8;"30008"
"13.60-64";"Colón";1360,41407776659;2013;"Varones";1;8;"30008"
"14.65-69";"Colón";1186,12534058127;2013;"Varones";1;8;"30008"
"15.70-74";"Colón";916,278179400449;2013;"Varones";1;8;"30008"
"16.75-79";"Colón";604,450932831077;2013;"Varones";1;8;"30008"
"17.80 y más";"Colón";598,59282796482;2013;"Varones";1;8;"30008"
"18.TOTAL";"Colón";34069,0000007211;2014;"Varones";1;8;"30008"
"1.0-4";"Colón";2903,7763825131;2014;"Varones";1;8;"30008"
"2.5-9";"Colón";2773,26470565447;2014;"Varones";1;8;"30008"
"3.10-14";"Colón";2842,36569549985;2014;"Varones";1;8;"30008"
"4.15-19";"Colón";2901,76147724774;2014;"Varones";1;8;"30008"
"5.20-24";"Colón";2868,85528141604;2014;"Varones";1;8;"30008"
"6.25-29";"Colón";2499,7643028462;2014;"Varones";1;8;"30008"
"7.30-34";"Colón";2399,55420717549;2014;"Varones";1;8;"30008"
"8.35-39";"Colón";2483,43897058079;2014;"Varones";1;8;"30008"
"9.40-44";"Colón";2243,29143925094;2014;"Varones";1;8;"30008"
"10.45-49";"Colón";1944,16659204633;2014;"Varones";1;8;"30008"
"11.50-54";"Colón";1796,32813873423;2014;"Varones";1;8;"30008"
"12.55-59";"Colón";1583,70301243149;2014;"Varones";1;8;"30008"
"13.60-64";"Colón";1396,18815336439;2014;"Varones";1;8;"30008"
"14.65-69";"Colón";1228,1205995621;2014;"Varones";1;8;"30008"
"15.70-74";"Colón";955,170707546222;2014;"Varones";1;8;"30008"
"16.75-79";"Colón";626,943239225897;2014;"Varones";1;8;"30008"
"17.80 y más";"Colón";622,3070956258;2014;"Varones";1;8;"30008"
"18.TOTAL";"Colón";34790,0000007734;2015;"Varones";1;8;"30008"
"1.0-4";"Colón";2957,02742212879;2015;"Varones";1;8;"30008"
"2.5-9";"Colón";2801,92828469374;2015;"Varones";1;8;"30008"
"3.10-14";"Colón";2844,39729323402;2015;"Varones";1;8;"30008"
"4.15-19";"Colón";2925,14373646436;2015;"Varones";1;8;"30008"
"5.20-24";"Colón";2954,14033140704;2015;"Varones";1;8;"30008"
"6.25-29";"Colón";2563,32998734508;2015;"Varones";1;8;"30008"
"7.30-34";"Colón";2425,19614284706;2015;"Varones";1;8;"30008"
"8.35-39";"Colón";2549,39603647403;2015;"Varones";1;8;"30008"
"9.40-44";"Colón";2337,32045930999;2015;"Varones";1;8;"30008"
"10.45-49";"Colón";1988,96822628179;2015;"Varones";1;8;"30008"
"11.50-54";"Colón";1833,31426633924;2015;"Varones";1;8;"30008"
"12.55-59";"Colón";1615,09493405482;2015;"Varones";1;8;"30008"
"13.60-64";"Colón";1428,92882872458;2015;"Varones";1;8;"30008"
"14.65-69";"Colón";1270,38576307074;2015;"Varones";1;8;"30008"
"15.70-74";"Colón";995,383018270767;2015;"Varones";1;8;"30008"
"16.75-79";"Colón";652,23077063549;2015;"Varones";1;8;"30008"
"17.80 y más";"Colón";647,814499491882;2015;"Varones";1;8;"30008"
"18.TOTAL";"Colón";35520,0000008321;2016;"Varones";1;8;"30008"
"1.0-4";"Colón";2990,05664155255;2016;"Varones";1;8;"30008"
"2.5-9";"Colón";2853,57464070582;2016;"Varones";1;8;"30008"
"3.10-14";"Colón";2850,655462407;2016;"Varones";1;8;"30008"
"4.15-19";"Colón";2939,53625409556;2016;"Varones";1;8;"30008"
"5.20-24";"Colón";3027,87791577675;2016;"Varones";1;8;"30008"
"6.25-29";"Colón";2640,26905917428;2016;"Varones";1;8;"30008"
"7.30-34";"Colón";2455,57268536697;2016;"Varones";1;8;"30008"
"8.35-39";"Colón";2600,73691682033;2016;"Varones";1;8;"30008"
"9.40-44";"Colón";2435,46844409975;2016;"Varones";1;8;"30008"
"10.45-49";"Colón";2045,58253609376;2016;"Varones";1;8;"30008"
"11.50-54";"Colón";1866,03436177839;2016;"Varones";1;8;"30008"
"12.55-59";"Colón";1651,09448604176;2016;"Varones";1;8;"30008"
"13.60-64";"Colón";1458,76545703357;2016;"Varones";1;8;"30008"
"14.65-69";"Colón";1313,05947570887;2016;"Varones";1;8;"30008"
"15.70-74";"Colón";1036,36079989684;2016;"Varones";1;8;"30008"
"16.75-79";"Colón";680,496348951321;2016;"Varones";1;8;"30008"
"17.80 y más";"Colón";674,858515328589;2016;"Varones";1;8;"30008"
"18.TOTAL";"Colón";36259,000000897;2017;"Varones";1;8;"30008"
"1.0-4";"Colón";3022,09840315264;2017;"Varones";1;8;"30008"
"2.5-9";"Colón";2908,12606935265;2017;"Varones";1;8;"30008"
"3.10-14";"Colón";2862,76218610033;2017;"Varones";1;8;"30008"
"4.15-19";"Colón";2946,03396388943;2017;"Varones";1;8;"30008"
"5.20-24";"Colón";3088,72366707501;2017;"Varones";1;8;"30008"
"6.25-29";"Colón";2728,93132631325;2017;"Varones";1;8;"30008"
"7.30-34";"Colón";2492,47995083816;2017;"Varones";1;8;"30008"
"8.35-39";"Colón";2639,05698874903;2017;"Varones";1;8;"30008"
"9.40-44";"Colón";2534,09923984301;2017;"Varones";1;8;"30008"
"10.45-49";"Colón";2114,41489363713;2017;"Varones";1;8;"30008"
"11.50-54";"Colón";1896,16784740517;2017;"Varones";1;8;"30008"
"12.55-59";"Colón";1691,33588886058;2017;"Varones";1;8;"30008"
"13.60-64";"Colón";1486,42963524661;2017;"Varones";1;8;"30008"
"14.65-69";"Colón";1355,18393699152;2017;"Varones";1;8;"30008"
"15.70-74";"Colón";1078,17745352278;2017;"Varones";1;8;"30008"
"16.75-79";"Colón";710,969231734146;2017;"Varones";1;8;"30008"
"17.80 y más";"Colón";704,00931818555;2017;"Varones";1;8;"30008"
"18.TOTAL";"Colón";37007,0000009685;2018;"Varones";1;8;"30008"
"1.0-4";"Colón";3053,41967573328;2018;"Varones";1;8;"30008"
"2.5-9";"Colón";2963,80846401472;2018;"Varones";1;8;"30008"
"3.10-14";"Colón";2881,50189721428;2018;"Varones";1;8;"30008"
"4.15-19";"Colón";2947,50667432013;2018;"Varones";1;8;"30008"
"5.20-24";"Colón";3136,74509752106;2018;"Varones";1;8;"30008"
"6.25-29";"Colón";2824,41945223182;2018;"Varones";1;8;"30008"
"7.30-34";"Colón";2537,42124976573;2018;"Varones";1;8;"30008"
"8.35-39";"Colón";2668,80178896773;2018;"Varones";1;8;"30008"
"9.40-44";"Colón";2628,48284981727;2018;"Varones";1;8;"30008"
"10.45-49";"Colón";2193,83446549335;2018;"Varones";1;8;"30008"
"11.50-54";"Colón";1927,86873318052;2018;"Varones";1;8;"30008"
"12.55-59";"Colón";1733,34882856493;2018;"Varones";1;8;"30008"
"13.60-64";"Colón";1513,84156047718;2018;"Varones";1;8;"30008"
"14.65-69";"Colón";1396,64709024157;2018;"Varones";1;8;"30008"
"15.70-74";"Colón";1119,8673208409;2018;"Varones";1;8;"30008"
"16.75-79";"Colón";743,605063413056;2018;"Varones";1;8;"30008"
"17.80 y más";"Colón";735,879789171015;2018;"Varones";1;8;"30008"
"18.TOTAL";"Colón";37762,000001049;2019;"Varones";1;8;"30008"
"1.0-4";"Colón";3083,25253179252;2019;"Varones";1;8;"30008"
"2.5-9";"Colón";3020,01990738817;2019;"Varones";1;8;"30008"
"3.10-14";"Colón";2905,93972499653;2019;"Varones";1;8;"30008"
"4.15-19";"Colón";2947,69204347837;2019;"Varones";1;8;"30008"
"5.20-24";"Colón";3172,81960337246;2019;"Varones";1;8;"30008"
"6.25-29";"Colón";2919,05589406646;2019;"Varones";1;8;"30008"
"7.30-34";"Colón";2592,1836404873;2019;"Varones";1;8;"30008"
"8.35-39";"Colón";2695,77941617351;2019;"Varones";1;8;"30008"
"9.40-44";"Colón";2713,90925125854;2019;"Varones";1;8;"30008"
"10.45-49";"Colón";2282,30390785841;2019;"Varones";1;8;"30008"
"11.50-54";"Colón";1964,82386861382;2019;"Varones";1;8;"30008"
"12.55-59";"Colón";1774,74150890004;2019;"Varones";1;8;"30008"
"13.60-64";"Colón";1542,57388218655;2019;"Varones";1;8;"30008"
"14.65-69";"Colón";1436,33515653921;2019;"Varones";1;8;"30008"
"15.70-74";"Colón";1162,27140385187;2019;"Varones";1;8;"30008"
"16.75-79";"Colón";777,566132980602;2019;"Varones";1;8;"30008"
"17.80 y más";"Colón";770,732127104583;2019;"Varones";1;8;"30008"
"18.TOTAL";"Colón";38525,000001138;2020;"Varones";1;8;"30008"
"1.0-4";"Colón";3112,10599327388;2020;"Varones";1;8;"30008"
"2.5-9";"Colón";3075,17893566132;2020;"Varones";1;8;"30008"
"3.10-14";"Colón";2936,04909280205;2020;"Varones";1;8;"30008"
"4.15-19";"Colón";2949,80878245268;2020;"Varones";1;8;"30008"
"5.20-24";"Colón";3198,0390823374;2020;"Varones";1;8;"30008"
"6.25-29";"Colón";3007,31688652424;2020;"Varones";1;8;"30008"
"7.30-34";"Colón";2658,40833823345;2020;"Varones";1;8;"30008"
"8.35-39";"Colón";2724,92371862811;2020;"Varones";1;8;"30008"
"9.40-44";"Colón";2785,96336494217;2020;"Varones";1;8;"30008"
"10.45-49";"Colón";2378,17708792126;2020;"Varones";1;8;"30008"
"11.50-54";"Colón";2010,98158669437;2020;"Varones";1;8;"30008"
"12.55-59";"Colón";1812,8913209428;2020;"Varones";1;8;"30008"
"13.60-64";"Colón";1575,65000144428;2020;"Varones";1;8;"30008"
"14.65-69";"Colón";1472,72065357029;2020;"Varones";1;8;"30008"
"15.70-74";"Colón";1205,07755087962;2020;"Varones";1;8;"30008"
"16.75-79";"Colón";812,926585531559;2020;"Varones";1;8;"30008"
"17.80 y más";"Colón";808,781019298509;2020;"Varones";1;8;"30008"
"18.TOTAL";"Colón";39294,0000012402;2021;"Varones";1;8;"30008"
"1.0-4";"Colón";3139,06208076386;2021;"Varones";1;8;"30008"
"2.5-9";"Colón";3109,93378917275;2021;"Varones";1;8;"30008"
"3.10-14";"Colón";2989,96353804887;2021;"Varones";1;8;"30008"
"4.15-19";"Colón";2956,34191191687;2021;"Varones";1;8;"30008"
"5.20-24";"Colón";3213,57446185083;2021;"Varones";1;8;"30008"
"6.25-29";"Colón";3083,62115866738;2021;"Varones";1;8;"30008"
"7.30-34";"Colón";2738,32088932156;2021;"Varones";1;8;"30008"
"8.35-39";"Colón";2759,26836810128;2021;"Varones";1;8;"30008"
"9.40-44";"Colón";2842,38882951575;2021;"Varones";1;8;"30008"
"10.45-49";"Colón";2478,13454180539;2021;"Varones";1;8;"30008"
"11.50-54";"Colón";2069,43042569158;2021;"Varones";1;8;"30008"
"12.55-59";"Colón";1846,7546638241;2021;"Varones";1;8;"30008"
"13.60-64";"Colón";1613,25195273936;2021;"Varones";1;8;"30008"
"14.65-69";"Colón";1506,1340823065;2021;"Varones";1;8;"30008"
"15.70-74";"Colón";1248,37237766092;2021;"Varones";1;8;"30008"
"16.75-79";"Colón";849,180436952359;2021;"Varones";1;8;"30008"
"17.80 y más";"Colón";850,266492900809;2021;"Varones";1;8;"30008"
"18.TOTAL";"Colón";40070,0000013528;2022;"Varones";1;8;"30008"
"1.0-4";"Colón";3164,75945622394;2022;"Varones";1;8;"30008"
"2.5-9";"Colón";3143,7318990698;2022;"Varones";1;8;"30008"
"3.10-14";"Colón";3046,94677632192;2022;"Varones";1;8;"30008"
"4.15-19";"Colón";2969,27075182479;2022;"Varones";1;8;"30008"
"5.20-24";"Colón";3220,07955202346;2022;"Varones";1;8;"30008"
"6.25-29";"Colón";3146,60872333646;2022;"Varones";1;8;"30008"
"7.30-34";"Colón";2830,88761697782;2022;"Varones";1;8;"30008"
"8.35-39";"Colón";2800,84269358788;2022;"Varones";1;8;"30008"
"9.40-44";"Colón";2884,83659002979;2022;"Varones";1;8;"30008"
"10.45-49";"Colón";2578,81960493467;2022;"Varones";1;8;"30008"
"11.50-54";"Colón";2139,75548600201;2022;"Varones";1;8;"30008"
"12.55-59";"Colón";1878,69869435779;2022;"Varones";1;8;"30008"
"13.60-64";"Colón";1654,85899007949;2022;"Varones";1;8;"30008"
"14.65-69";"Colón";1537,90288864331;2022;"Varones";1;8;"30008"
"15.70-74";"Colón";1291,01080284786;2022;"Varones";1;8;"30008"
"16.75-79";"Colón";886,176102725983;2022;"Varones";1;8;"30008"
"17.80 y más";"Colón";894,813372365802;2022;"Varones";1;8;"30008"
"18.TOTAL";"Colón";40852,0000014785;2023;"Varones";1;8;"30008"
"1.0-4";"Colón";3188,96479347459;2023;"Varones";1;8;"30008"
"2.5-9";"Colón";3176,45574128157;2023;"Varones";1;8;"30008"
"3.10-14";"Colón";3105,58630253719;2023;"Varones";1;8;"30008"
"4.15-19";"Colón";2988,60759571334;2023;"Varones";1;8;"30008"
"5.20-24";"Colón";3221,44530792863;2023;"Varones";1;8;"30008"
"6.25-29";"Colón";3196,18341687949;2023;"Varones";1;8;"30008"
"7.30-34";"Colón";2930,34579776114;2023;"Varones";1;8;"30008"
"8.35-39";"Colón";2851,60244731228;2023;"Varones";1;8;"30008"
"9.40-44";"Colón";2917,83503906925;2023;"Varones";1;8;"30008"
"10.45-49";"Colón";2675,254435596;2023;"Varones";1;8;"30008"
"11.50-54";"Colón";2221,16801307027;2023;"Varones";1;8;"30008"
"12.55-59";"Colón";1911,62509306287;2023;"Varones";1;8;"30008"
"13.60-64";"Colón";1698,37544493006;2023;"Varones";1;8;"30008"
"14.65-69";"Colón";1569,0780647746;2023;"Varones";1;8;"30008"
"15.70-74";"Colón";1333,46282453731;2023;"Varones";1;8;"30008"
"16.75-79";"Colón";923,06299620411;2023;"Varones";1;8;"30008"
"17.80 y más";"Colón";942,946687345784;2023;"Varones";1;8;"30008"
"18.TOTAL";"Colón";41639,0000016143;2024;"Varones";1;8;"30008"
"1.0-4";"Colón";3211,95825442352;2024;"Varones";1;8;"30008"
"2.5-9";"Colón";3207,88879259069;2024;"Varones";1;8;"30008"
"3.10-14";"Colón";3164,31489509628;2024;"Varones";1;8;"30008"
"4.15-19";"Colón";3014,32166354311;2024;"Varones";1;8;"30008"
"5.20-24";"Colón";3221,10167747632;2024;"Varones";1;8;"30008"
"6.25-29";"Colón";3233,40950086143;2024;"Varones";1;8;"30008"
"7.30-34";"Colón";3028,92155346559;2024;"Varones";1;8;"30008"
"8.35-39";"Colón";2913,33841931417;2024;"Varones";1;8;"30008"
"9.40-44";"Colón";2947,88962338042;2024;"Varones";1;8;"30008"
"10.45-49";"Colón";2762,56880039847;2024;"Varones";1;8;"30008"
"11.50-54";"Colón";2311,61937220859;2024;"Varones";1;8;"30008"
"12.55-59";"Colón";1950,04603157252;2024;"Varones";1;8;"30008"
"13.60-64";"Colón";1741,08193257134;2024;"Varones";1;8;"30008"
"14.65-69";"Colón";1601,65216324976;2024;"Varones";1;8;"30008"
"15.70-74";"Colón";1374,26938516251;2024;"Varones";1;8;"30008"
"16.75-79";"Colón";960,787298575577;2024;"Varones";1;8;"30008"
"17.80 y más";"Colón";993,830637723989;2024;"Varones";1;8;"30008"
"18.TOTAL";"Colón";42430,9999940592;2025;"Varones";1;8;"30008"
"1.0-4";"Colón";3233,69210780339;2025;"Varones";1;8;"30008"
"2.5-9";"Colón";3238,26003872823;2025;"Varones";1;8;"30008"
"3.10-14";"Colón";3222,00333947167;2025;"Varones";1;8;"30008"
"4.15-19";"Colón";3045,66379595391;2025;"Varones";1;8;"30008"
"5.20-24";"Colón";3222,67528563744;2025;"Varones";1;8;"30008"
"6.25-29";"Colón";3259,05541482794;2025;"Varones";1;8;"30008"
"7.30-34";"Colón";3120,8860932145;2025;"Varones";1;8;"30008"
"8.35-39";"Colón";2987,40172484712;2025;"Varones";1;8;"30008"
"9.40-44";"Colón";2980,22352203139;2025;"Varones";1;8;"30008"
"10.45-49";"Colón";2836,37661403712;2025;"Varones";1;8;"30008"
"11.50-54";"Colón";2409,1962380398;2025;"Varones";1;8;"30008"
"12.55-59";"Colón";1997,60711141675;2025;"Varones";1;8;"30008"
"13.60-64";"Colón";1780,48071808216;2025;"Varones";1;8;"30008"
"14.65-69";"Colón";1638,96743153088;2025;"Varones";1;8;"30008"
"15.70-74";"Colón";1411,60340890864;2025;"Varones";1;8;"30008"
"16.75-79";"Colón";998,962896687925;2025;"Varones";1;8;"30008"
"17.80 y más";"Colón";1047,94425284032;2025;"Varones";1;8;"30008"
"18.TOTAL";"Concordia";85216,9999970666;2010;"Varones";1;15;"30015"
"1.0-4";"Concordia";8577,3005399194;2010;"Varones";1;15;"30015"
"2.5-9";"Concordia";8487,50528030794;2010;"Varones";1;15;"30015"
"3.10-14";"Concordia";8996,95763162166;2010;"Varones";1;15;"30015"
"4.15-19";"Concordia";8584,26640016414;2010;"Varones";1;15;"30015"
"5.20-24";"Concordia";7351,16914816242;2010;"Varones";1;15;"30015"
"6.25-29";"Concordia";6490,13189667402;2010;"Varones";1;15;"30015"
"7.30-34";"Concordia";6362,46775046934;2010;"Varones";1;15;"30015"
"8.35-39";"Concordia";5419,1860993146;2010;"Varones";1;15;"30015"
"9.40-44";"Concordia";4649,96311168238;2010;"Varones";1;15;"30015"
"10.45-49";"Concordia";4248,75040022469;2010;"Varones";1;15;"30015"
"11.50-54";"Concordia";3965,57259837335;2010;"Varones";1;15;"30015"
"12.55-59";"Concordia";3662,77862789738;2010;"Varones";1;15;"30015"
"13.60-64";"Concordia";2951,42903141842;2010;"Varones";1;15;"30015"
"14.65-69";"Concordia";2137,13241191111;2010;"Varones";1;15;"30015"
"15.70-74";"Concordia";1453,04860882208;2010;"Varones";1;15;"30015"
"16.75-79";"Concordia";955,407569651344;2010;"Varones";1;15;"30015"
"17.80 y más";"Concordia";923,93289045232;2010;"Varones";1;15;"30015"
"18.TOTAL";"Concordia";86360,9999968948;2011;"Varones";1;15;"30015"
"1.0-4";"Concordia";8675,85315633469;2011;"Varones";1;15;"30015"
"2.5-9";"Concordia";8448,02464600109;2011;"Varones";1;15;"30015"
"3.10-14";"Concordia";8979,45038446664;2011;"Varones";1;15;"30015"
"4.15-19";"Concordia";8736,98949473224;2011;"Varones";1;15;"30015"
"5.20-24";"Concordia";7515,67424392055;2011;"Varones";1;15;"30015"
"6.25-29";"Concordia";6525,45920944922;2011;"Varones";1;15;"30015"
"7.30-34";"Concordia";6445,90937574752;2011;"Varones";1;15;"30015"
"8.35-39";"Concordia";5609,24879243508;2011;"Varones";1;15;"30015"
"9.40-44";"Concordia";4748,42933167798;2011;"Varones";1;15;"30015"
"10.45-49";"Concordia";4292,7664068098;2011;"Varones";1;15;"30015"
"11.50-54";"Concordia";4022,13805919308;2011;"Varones";1;15;"30015"
"12.55-59";"Concordia";3707,49506135704;2011;"Varones";1;15;"30015"
"13.60-64";"Concordia";3022,93776283009;2011;"Varones";1;15;"30015"
"14.65-69";"Concordia";2204,76329490466;2011;"Varones";1;15;"30015"
"15.70-74";"Concordia";1499,65760655106;2011;"Varones";1;15;"30015"
"16.75-79";"Concordia";978,774002537715;2011;"Varones";1;15;"30015"
"17.80 y más";"Concordia";947,429167946332;2011;"Varones";1;15;"30015"
"18.TOTAL";"Concordia";87009,9999967592;2012;"Varones";1;15;"30015"
"1.0-4";"Concordia";8732,13020552536;2012;"Varones";1;15;"30015"
"2.5-9";"Concordia";8377,43161542637;2012;"Varones";1;15;"30015"
"3.10-14";"Concordia";8887,12578353906;2012;"Varones";1;15;"30015"
"4.15-19";"Concordia";8798,70284555551;2012;"Varones";1;15;"30015"
"5.20-24";"Concordia";7668,27360124822;2012;"Varones";1;15;"30015"
"6.25-29";"Concordia";6540,49744584334;2012;"Varones";1;15;"30015"
"7.30-34";"Concordia";6459,65098614588;2012;"Varones";1;15;"30015"
"8.35-39";"Concordia";5764,00097182268;2012;"Varones";1;15;"30015"
"9.40-44";"Concordia";4846,37270237868;2012;"Varones";1;15;"30015"
"10.45-49";"Concordia";4305,22993968892;2012;"Varones";1;15;"30015"
"11.50-54";"Concordia";4064,36228543719;2012;"Varones";1;15;"30015"
"12.55-59";"Concordia";3724,55165739016;2012;"Varones";1;15;"30015"
"13.60-64";"Concordia";3074,84980557984;2012;"Varones";1;15;"30015"
"14.65-69";"Concordia";2258,96880323782;2012;"Varones";1;15;"30015"
"15.70-74";"Concordia";1541,51474894616;2012;"Varones";1;15;"30015"
"16.75-79";"Concordia";997,862337583461;2012;"Varones";1;15;"30015"
"17.80 y más";"Concordia";968,474261410534;2012;"Varones";1;15;"30015"
"18.TOTAL";"Concordia";88013,9999965785;2013;"Varones";1;15;"30015"
"1.0-4";"Concordia";8825,31791259765;2013;"Varones";1;15;"30015"
"2.5-9";"Concordia";8361,4551547717;2013;"Varones";1;15;"30015"
"3.10-14";"Concordia";8817,38085065453;2013;"Varones";1;15;"30015"
"4.15-19";"Concordia";8859,62043425885;2013;"Varones";1;15;"30015"
"5.20-24";"Concordia";7865,58194442364;2013;"Varones";1;15;"30015"
"6.25-29";"Concordia";6601,85451963711;2013;"Varones";1;15;"30015"
"7.30-34";"Concordia";6477,69580564365;2013;"Varones";1;15;"30015"
"8.35-39";"Concordia";5928,89857918927;2013;"Varones";1;15;"30015"
"9.40-44";"Concordia";4985,96278536595;2013;"Varones";1;15;"30015"
"10.45-49";"Concordia";4337,82075763317;2013;"Varones";1;15;"30015"
"11.50-54";"Concordia";4126,60981183452;2013;"Varones";1;15;"30015"
"12.55-59";"Concordia";3754,84820414737;2013;"Varones";1;15;"30015"
"13.60-64";"Concordia";3136,28193230707;2013;"Varones";1;15;"30015"
"14.65-69";"Concordia";2321,37341654329;2013;"Varones";1;15;"30015"
"15.70-74";"Concordia";1593,0552492431;2013;"Varones";1;15;"30015"
"16.75-79";"Concordia";1023,99070964671;2013;"Varones";1;15;"30015"
"17.80 y más";"Concordia";996,251928680886;2013;"Varones";1;15;"30015"
"18.TOTAL";"Concordia";89020,9999963778;2014;"Varones";1;15;"30015"
"1.0-4";"Concordia";8918,70806451528;2014;"Varones";1;15;"30015"
"2.5-9";"Concordia";8362,28710205014;2014;"Varones";1;15;"30015"
"3.10-14";"Concordia";8744,39193425275;2014;"Varones";1;15;"30015"
"4.15-19";"Concordia";8887,40297268513;2014;"Varones";1;15;"30015"
"5.20-24";"Concordia";8058,00436554299;2014;"Varones";1;15;"30015"
"6.25-29";"Concordia";6687,63688216006;2014;"Varones";1;15;"30015"
"7.30-34";"Concordia";6488,64221593715;2014;"Varones";1;15;"30015"
"8.35-39";"Concordia";6070,93665998484;2014;"Varones";1;15;"30015"
"9.40-44";"Concordia";5143,7322329927;2014;"Varones";1;15;"30015"
"10.45-49";"Concordia";4381,92265636658;2014;"Varones";1;15;"30015"
"11.50-54";"Concordia";4185,73724052302;2014;"Varones";1;15;"30015"
"12.55-59";"Concordia";3789,09682526901;2014;"Varones";1;15;"30015"
"13.60-64";"Concordia";3192,02056073849;2014;"Varones";1;15;"30015"
