"ano" "sexo" "gredad" "codigo" "localidad" "poblacion" "region"
"1" 1990 "Varones" "01.0-4" 1 "01-TOTAL DEL PAÍS" 1725577.21899516 "00.TOTAL DEL PAIS"
"2" 1990 "Varones" "02.5-9" 1 "01-TOTAL DEL PAÍS" 1665735.82807646 "00.TOTAL DEL PAIS"
"3" 1990 "Varones" "03.10-14" 1 "01-TOTAL DEL PAÍS" 1688889.85565609 "00.TOTAL DEL PAIS"
"4" 1990 "Varones" "04.15-19" 1 "01-TOTAL DEL PAÍS" 1415238.13754033 "00.TOTAL DEL PAIS"
"5" 1990 "Varones" "05.20-24" 1 "01-TOTAL DEL PAÍS" 1242905.75481501 "00.TOTAL DEL PAIS"
"6" 1990 "Varones" "06.25-29" 1 "01-TOTAL DEL PAÍS" 1167355.45107182 "00.TOTAL DEL PAIS"
"7" 1990 "Varones" "07.30-34" 1 "01-TOTAL DEL PAÍS" 1084216.05841182 "00.TOTAL DEL PAIS"
"8" 1990 "Varones" "08.35-39" 1 "01-TOTAL DEL PAÍS" 1032540.58532275 "00.TOTAL DEL PAIS"
"9" 1990 "Varones" "09.40-44" 1 "01-TOTAL DEL PAÍS" 927326.306703539 "00.TOTAL DEL PAIS"
"10" 1990 "Varones" "10.45-49" 1 "01-TOTAL DEL PAÍS" 818204.882843125 "00.TOTAL DEL PAIS"
"11" 1990 "Varones" "11.50-54" 1 "01-TOTAL DEL PAÍS" 728589.527755589 "00.TOTAL DEL PAIS"
"12" 1990 "Varones" "12.55-59" 1 "01-TOTAL DEL PAÍS" 672718.635467185 "00.TOTAL DEL PAIS"
"13" 1990 "Varones" "13.60-64" 1 "01-TOTAL DEL PAÍS" 607847.597237745 "00.TOTAL DEL PAIS"
"14" 1990 "Varones" "14.65-69" 1 "01-TOTAL DEL PAÍS" 483069.651456572 "00.TOTAL DEL PAIS"
"15" 1990 "Varones" "15.70-74" 1 "01-TOTAL DEL PAÍS" 342784.019191401 "00.TOTAL DEL PAIS"
"16" 1990 "Varones" "16.75-79" 1 "01-TOTAL DEL PAÍS" 227406.039027479 "00.TOTAL DEL PAIS"
"17" 1990 "Varones" "17.80 y +" 1 "01-TOTAL DEL PAÍS" 166259.450427913 "00.TOTAL DEL PAIS"
"18" 1990 "Mujeres" "01.0-4" 1 "01-TOTAL DEL PAÍS" 1669584.64208938 "00.TOTAL DEL PAIS"
"19" 1990 "Mujeres" "02.5-9" 1 "01-TOTAL DEL PAÍS" 1614534.44237239 "00.TOTAL DEL PAIS"
"20" 1990 "Mujeres" "03.10-14" 1 "01-TOTAL DEL PAÍS" 1649332.38497698 "00.TOTAL DEL PAIS"
"21" 1990 "Mujeres" "04.15-19" 1 "01-TOTAL DEL PAÍS" 1387433.26285074 "00.TOTAL DEL PAIS"
"22" 1990 "Mujeres" "05.20-24" 1 "01-TOTAL DEL PAÍS" 1224401.5491989 "00.TOTAL DEL PAIS"
"23" 1990 "Mujeres" "06.25-29" 1 "01-TOTAL DEL PAÍS" 1168685.34585694 "00.TOTAL DEL PAIS"
"24" 1990 "Mujeres" "07.30-34" 1 "01-TOTAL DEL PAÍS" 1126217.74908963 "00.TOTAL DEL PAIS"
"25" 1990 "Mujeres" "08.35-39" 1 "01-TOTAL DEL PAÍS" 1064548.8108197 "00.TOTAL DEL PAIS"
"26" 1990 "Mujeres" "09.40-44" 1 "01-TOTAL DEL PAÍS" 955576.355131065 "00.TOTAL DEL PAIS"
"27" 1990 "Mujeres" "10.45-49" 1 "01-TOTAL DEL PAÍS" 840595.503756392 "00.TOTAL DEL PAIS"
"28" 1990 "Mujeres" "11.50-54" 1 "01-TOTAL DEL PAÍS" 768449.70977 "00.TOTAL DEL PAIS"
"29" 1990 "Mujeres" "12.55-59" 1 "01-TOTAL DEL PAÍS" 733050.145870421 "00.TOTAL DEL PAIS"
"30" 1990 "Mujeres" "13.60-64" 1 "01-TOTAL DEL PAÍS" 689328.622707374 "00.TOTAL DEL PAIS"
"31" 1990 "Mujeres" "14.65-69" 1 "01-TOTAL DEL PAÍS" 588120.741766816 "00.TOTAL DEL PAIS"
"32" 1990 "Mujeres" "15.70-74" 1 "01-TOTAL DEL PAÍS" 464273.088422359 "00.TOTAL DEL PAIS"
"33" 1990 "Mujeres" "16.75-79" 1 "01-TOTAL DEL PAÍS" 346567.848377163 "00.TOTAL DEL PAIS"
"34" 1990 "Mujeres" "17.80 y +" 1 "01-TOTAL DEL PAÍS" 293488.79694375 "00.TOTAL DEL PAIS"
"35" 1990 "Ambos sexos" "01.0-4" 1 "01-TOTAL DEL PAÍS" 3395161.86108454 "00.TOTAL DEL PAIS"
"36" 1990 "Ambos sexos" "02.5-9" 1 "01-TOTAL DEL PAÍS" 3280270.27044885 "00.TOTAL DEL PAIS"
"37" 1990 "Ambos sexos" "03.10-14" 1 "01-TOTAL DEL PAÍS" 3338222.24063307 "00.TOTAL DEL PAIS"
"38" 1990 "Ambos sexos" "04.15-19" 1 "01-TOTAL DEL PAÍS" 2802671.40039107 "00.TOTAL DEL PAIS"
"39" 1990 "Ambos sexos" "05.20-24" 1 "01-TOTAL DEL PAÍS" 2467307.30401391 "00.TOTAL DEL PAIS"
"40" 1990 "Ambos sexos" "06.25-29" 1 "01-TOTAL DEL PAÍS" 2336040.79692876 "00.TOTAL DEL PAIS"
"41" 1990 "Ambos sexos" "07.30-34" 1 "01-TOTAL DEL PAÍS" 2210433.80750145 "00.TOTAL DEL PAIS"
"42" 1990 "Ambos sexos" "08.35-39" 1 "01-TOTAL DEL PAÍS" 2097089.39614245 "00.TOTAL DEL PAIS"
"43" 1990 "Ambos sexos" "09.40-44" 1 "01-TOTAL DEL PAÍS" 1882902.6618346 "00.TOTAL DEL PAIS"
"44" 1990 "Ambos sexos" "10.45-49" 1 "01-TOTAL DEL PAÍS" 1658800.38659952 "00.TOTAL DEL PAIS"
"45" 1990 "Ambos sexos" "11.50-54" 1 "01-TOTAL DEL PAÍS" 1497039.23752559 "00.TOTAL DEL PAIS"
"46" 1990 "Ambos sexos" "12.55-59" 1 "01-TOTAL DEL PAÍS" 1405768.78133761 "00.TOTAL DEL PAIS"
"47" 1990 "Ambos sexos" "13.60-64" 1 "01-TOTAL DEL PAÍS" 1297176.21994512 "00.TOTAL DEL PAIS"
"48" 1990 "Ambos sexos" "14.65-69" 1 "01-TOTAL DEL PAÍS" 1071190.39322339 "00.TOTAL DEL PAIS"
"49" 1990 "Ambos sexos" "15.70-74" 1 "01-TOTAL DEL PAÍS" 807057.10761376 "00.TOTAL DEL PAIS"
"50" 1990 "Ambos sexos" "16.75-79" 1 "01-TOTAL DEL PAÍS" 573973.887404642 "00.TOTAL DEL PAIS"
"51" 1990 "Ambos sexos" "17.80 y +" 1 "01-TOTAL DEL PAÍS" 459748.247371663 "00.TOTAL DEL PAIS"
"52" 1990 "Varones" "01.0-4" 2 "02-CABA" 95263 "01_CENTRO"
"53" 1990 "Varones" "02.5-9" 2 "02-CABA" 94252 "01_CENTRO"
"54" 1990 "Varones" "03.10-14" 2 "02-CABA" 102834 "01_CENTRO"
"55" 1990 "Varones" "04.15-19" 2 "02-CABA" 104691 "01_CENTRO"
"56" 1990 "Varones" "05.20-24" 2 "02-CABA" 108272 "01_CENTRO"
"57" 1990 "Varones" "06.25-29" 2 "02-CABA" 106288 "01_CENTRO"
"58" 1990 "Varones" "07.30-34" 2 "02-CABA" 99023 "01_CENTRO"
"59" 1990 "Varones" "08.35-39" 2 "02-CABA" 90618 "01_CENTRO"
"60" 1990 "Varones" "09.40-44" 2 "02-CABA" 85487 "01_CENTRO"
"61" 1990 "Varones" "10.45-49" 2 "02-CABA" 79444 "01_CENTRO"
"62" 1990 "Varones" "11.50-54" 2 "02-CABA" 72771 "01_CENTRO"
"63" 1990 "Varones" "12.55-59" 2 "02-CABA" 74077 "01_CENTRO"
"64" 1990 "Varones" "13.60-64" 2 "02-CABA" 74072 "01_CENTRO"
"65" 1990 "Varones" "14.65-69" 2 "02-CABA" 65099 "01_CENTRO"
"66" 1990 "Varones" "15.70-74" 2 "02-CABA" 48652 "01_CENTRO"
"67" 1990 "Varones" "16.75-79" 2 "02-CABA" 35266 "01_CENTRO"
"68" 1990 "Varones" "17.80 y +" 2 "02-CABA" 28707 "01_CENTRO"
"69" 1990 "Mujeres" "01.0-4" 2 "02-CABA" 91888 "01_CENTRO"
"70" 1990 "Mujeres" "02.5-9" 2 "02-CABA" 91316 "01_CENTRO"
"71" 1990 "Mujeres" "03.10-14" 2 "02-CABA" 100038 "01_CENTRO"
"72" 1990 "Mujeres" "04.15-19" 2 "02-CABA" 107610 "01_CENTRO"
"73" 1990 "Mujeres" "05.20-24" 2 "02-CABA" 113026 "01_CENTRO"
"74" 1990 "Mujeres" "06.25-29" 2 "02-CABA" 111817 "01_CENTRO"
"75" 1990 "Mujeres" "07.30-34" 2 "02-CABA" 109541 "01_CENTRO"
"76" 1990 "Mujeres" "08.35-39" 2 "02-CABA" 105688 "01_CENTRO"
"77" 1990 "Mujeres" "09.40-44" 2 "02-CABA" 102249 "01_CENTRO"
"78" 1990 "Mujeres" "10.45-49" 2 "02-CABA" 98984 "01_CENTRO"
"79" 1990 "Mujeres" "11.50-54" 2 "02-CABA" 91504 "01_CENTRO"
"80" 1990 "Mujeres" "12.55-59" 2 "02-CABA" 95587 "01_CENTRO"
"81" 1990 "Mujeres" "13.60-64" 2 "02-CABA" 99779 "01_CENTRO"
"82" 1990 "Mujeres" "14.65-69" 2 "02-CABA" 94518 "01_CENTRO"
"83" 1990 "Mujeres" "15.70-74" 2 "02-CABA" 81049 "01_CENTRO"
"84" 1990 "Mujeres" "16.75-79" 2 "02-CABA" 68621 "01_CENTRO"
"85" 1990 "Mujeres" "17.80 y +" 2 "02-CABA" 67639 "01_CENTRO"
"86" 1990 "Ambos sexos" "01.0-4" 2 "02-CABA" 187151 "01_CENTRO"
"87" 1990 "Ambos sexos" "02.5-9" 2 "02-CABA" 185568 "01_CENTRO"
"88" 1990 "Ambos sexos" "03.10-14" 2 "02-CABA" 202872 "01_CENTRO"
"89" 1990 "Ambos sexos" "04.15-19" 2 "02-CABA" 212301 "01_CENTRO"
"90" 1990 "Ambos sexos" "05.20-24" 2 "02-CABA" 221298 "01_CENTRO"
"91" 1990 "Ambos sexos" "06.25-29" 2 "02-CABA" 218105 "01_CENTRO"
"92" 1990 "Ambos sexos" "07.30-34" 2 "02-CABA" 208564 "01_CENTRO"
"93" 1990 "Ambos sexos" "08.35-39" 2 "02-CABA" 196306 "01_CENTRO"
"94" 1990 "Ambos sexos" "09.40-44" 2 "02-CABA" 187736 "01_CENTRO"
"95" 1990 "Ambos sexos" "10.45-49" 2 "02-CABA" 178428 "01_CENTRO"
"96" 1990 "Ambos sexos" "11.50-54" 2 "02-CABA" 164275 "01_CENTRO"
"97" 1990 "Ambos sexos" "12.55-59" 2 "02-CABA" 169664 "01_CENTRO"
"98" 1990 "Ambos sexos" "13.60-64" 2 "02-CABA" 173851 "01_CENTRO"
"99" 1990 "Ambos sexos" "14.65-69" 2 "02-CABA" 159617 "01_CENTRO"
"100" 1990 "Ambos sexos" "15.70-74" 2 "02-CABA" 129701 "01_CENTRO"
"101" 1990 "Ambos sexos" "16.75-79" 2 "02-CABA" 103887 "01_CENTRO"
"102" 1990 "Ambos sexos" "17.80 y +" 2 "02-CABA" 96346 "01_CENTRO"
"103" 1990 "Varones" "01.0-4" 6 "06-BUENOS AIRES" 626021.018428511 "01_CENTRO"
"104" 1990 "Varones" "02.5-9" 6 "06-BUENOS AIRES" 606025.708300762 "01_CENTRO"
"105" 1990 "Varones" "03.10-14" 6 "06-BUENOS AIRES" 627677.661577734 "01_CENTRO"
"106" 1990 "Varones" "04.15-19" 6 "06-BUENOS AIRES" 542397.631522507 "01_CENTRO"
"107" 1990 "Varones" "05.20-24" 6 "06-BUENOS AIRES" 486059.316337261 "01_CENTRO"
"108" 1990 "Varones" "06.25-29" 6 "06-BUENOS AIRES" 449746.297761937 "01_CENTRO"
"109" 1990 "Varones" "07.30-34" 6 "06-BUENOS AIRES" 423713.196985798 "01_CENTRO"
"110" 1990 "Varones" "08.35-39" 6 "06-BUENOS AIRES" 406304.277193583 "01_CENTRO"
"111" 1990 "Varones" "09.40-44" 6 "06-BUENOS AIRES" 376526.571751713 "01_CENTRO"
"112" 1990 "Varones" "10.45-49" 6 "06-BUENOS AIRES" 334252.721391153 "01_CENTRO"
"113" 1990 "Varones" "11.50-54" 6 "06-BUENOS AIRES" 298957.94919946 "01_CENTRO"
"114" 1990 "Varones" "12.55-59" 6 "06-BUENOS AIRES" 279657.107143862 "01_CENTRO"
"115" 1990 "Varones" "13.60-64" 6 "06-BUENOS AIRES" 250725.600279838 "01_CENTRO"
"116" 1990 "Varones" "14.65-69" 6 "06-BUENOS AIRES" 200660.598665199 "01_CENTRO"
"117" 1990 "Varones" "15.70-74" 6 "06-BUENOS AIRES" 138758.023445968 "01_CENTRO"
"118" 1990 "Varones" "16.75-79" 6 "06-BUENOS AIRES" 88837.3930568212 "01_CENTRO"
"119" 1990 "Varones" "17.80 y +" 6 "06-BUENOS AIRES" 61471.9269578919 "01_CENTRO"
"120" 1990 "Mujeres" "01.0-4" 6 "06-BUENOS AIRES" 604869.360340847 "01_CENTRO"
"121" 1990 "Mujeres" "02.5-9" 6 "06-BUENOS AIRES" 587221.076779333 "01_CENTRO"
"122" 1990 "Mujeres" "03.10-14" 6 "06-BUENOS AIRES" 612953.410241287 "01_CENTRO"
"123" 1990 "Mujeres" "04.15-19" 6 "06-BUENOS AIRES" 526754.378403778 "01_CENTRO"
"124" 1990 "Mujeres" "05.20-24" 6 "06-BUENOS AIRES" 468765.249474508 "01_CENTRO"
"125" 1990 "Mujeres" "06.25-29" 6 "06-BUENOS AIRES" 443513.664080959 "01_CENTRO"
"126" 1990 "Mujeres" "07.30-34" 6 "06-BUENOS AIRES" 434973.118240515 "01_CENTRO"
"127" 1990 "Mujeres" "08.35-39" 6 "06-BUENOS AIRES" 420038.701990322 "01_CENTRO"
"128" 1990 "Mujeres" "09.40-44" 6 "06-BUENOS AIRES" 385216.38545478 "01_CENTRO"
"129" 1990 "Mujeres" "10.45-49" 6 "06-BUENOS AIRES" 339593.001588731 "01_CENTRO"
"130" 1990 "Mujeres" "11.50-54" 6 "06-BUENOS AIRES" 313917.589856848 "01_CENTRO"
"131" 1990 "Mujeres" "12.55-59" 6 "06-BUENOS AIRES" 301659.744138089 "01_CENTRO"
"132" 1990 "Mujeres" "13.60-64" 6 "06-BUENOS AIRES" 284999.872715032 "01_CENTRO"
"133" 1990 "Mujeres" "14.65-69" 6 "06-BUENOS AIRES" 241404.156049589 "01_CENTRO"
"134" 1990 "Mujeres" "15.70-74" 6 "06-BUENOS AIRES" 185240.540583208 "01_CENTRO"
"135" 1990 "Mujeres" "16.75-79" 6 "06-BUENOS AIRES" 134299.749680261 "01_CENTRO"
"136" 1990 "Mujeres" "17.80 y +" 6 "06-BUENOS AIRES" 107931.000381914 "01_CENTRO"
"137" 1990 "Ambos sexos" "01.0-4" 6 "06-BUENOS AIRES" 1230890.37876936 "01_CENTRO"
"138" 1990 "Ambos sexos" "02.5-9" 6 "06-BUENOS AIRES" 1193246.78508009 "01_CENTRO"
"139" 1990 "Ambos sexos" "03.10-14" 6 "06-BUENOS AIRES" 1240631.07181902 "01_CENTRO"
"140" 1990 "Ambos sexos" "04.15-19" 6 "06-BUENOS AIRES" 1069152.00992629 "01_CENTRO"
"141" 1990 "Ambos sexos" "05.20-24" 6 "06-BUENOS AIRES" 954824.565811769 "01_CENTRO"
"142" 1990 "Ambos sexos" "06.25-29" 6 "06-BUENOS AIRES" 893259.961842896 "01_CENTRO"
"143" 1990 "Ambos sexos" "07.30-34" 6 "06-BUENOS AIRES" 858686.315226313 "01_CENTRO"
"144" 1990 "Ambos sexos" "08.35-39" 6 "06-BUENOS AIRES" 826342.979183905 "01_CENTRO"
"145" 1990 "Ambos sexos" "09.40-44" 6 "06-BUENOS AIRES" 761742.957206493 "01_CENTRO"
"146" 1990 "Ambos sexos" "10.45-49" 6 "06-BUENOS AIRES" 673845.722979884 "01_CENTRO"
"147" 1990 "Ambos sexos" "11.50-54" 6 "06-BUENOS AIRES" 612875.539056308 "01_CENTRO"
"148" 1990 "Ambos sexos" "12.55-59" 6 "06-BUENOS AIRES" 581316.851281951 "01_CENTRO"
"149" 1990 "Ambos sexos" "13.60-64" 6 "06-BUENOS AIRES" 535725.47299487 "01_CENTRO"
"150" 1990 "Ambos sexos" "14.65-69" 6 "06-BUENOS AIRES" 442064.754714788 "01_CENTRO"
"151" 1990 "Ambos sexos" "15.70-74" 6 "06-BUENOS AIRES" 323998.564029176 "01_CENTRO"
"152" 1990 "Ambos sexos" "16.75-79" 6 "06-BUENOS AIRES" 223137.142737082 "01_CENTRO"
"153" 1990 "Ambos sexos" "17.80 y +" 6 "06-BUENOS AIRES" 169402.927339806 "01_CENTRO"
"154" 1990 "Varones" "01.0-4" 10 "10-CATAMARCA" 16794.3330388059 "03_NOA"
"155" 1990 "Varones" "02.5-9" 10 "10-CATAMARCA" 16155.6130580086 "03_NOA"
"156" 1990 "Varones" "03.10-14" 10 "10-CATAMARCA" 16228.0253978965 "03_NOA"
"157" 1990 "Varones" "04.15-19" 10 "10-CATAMARCA" 12320.3703613901 "03_NOA"
"158" 1990 "Varones" "05.20-24" 10 "10-CATAMARCA" 9999.60786328486 "03_NOA"
"159" 1990 "Varones" "06.25-29" 10 "10-CATAMARCA" 8992.96359174576 "03_NOA"
"160" 1990 "Varones" "07.30-34" 10 "10-CATAMARCA" 8583.70818055115 "03_NOA"
"161" 1990 "Varones" "08.35-39" 10 "10-CATAMARCA" 8105.18789565513 "03_NOA"
"162" 1990 "Varones" "09.40-44" 10 "10-CATAMARCA" 6807.59864232451 "03_NOA"
"163" 1990 "Varones" "10.45-49" 10 "10-CATAMARCA" 5774.14917804506 "03_NOA"
"164" 1990 "Varones" "11.50-54" 10 "10-CATAMARCA" 4729.27546969859 "03_NOA"
"165" 1990 "Varones" "12.55-59" 10 "10-CATAMARCA" 4221.57822892096 "03_NOA"
"166" 1990 "Varones" "13.60-64" 10 "10-CATAMARCA" 3775.65170992042 "03_NOA"
"167" 1990 "Varones" "14.65-69" 10 "10-CATAMARCA" 2877.84195324472 "03_NOA"
"168" 1990 "Varones" "15.70-74" 10 "10-CATAMARCA" 2225.14900595845 "03_NOA"
"169" 1990 "Varones" "16.75-79" 10 "10-CATAMARCA" 1493.04922020336 "03_NOA"
"170" 1990 "Varones" "17.80 y +" 10 "10-CATAMARCA" 1312.89720434603 "03_NOA"
"171" 1990 "Mujeres" "01.0-4" 10 "10-CATAMARCA" 16267.7406058686 "03_NOA"
"172" 1990 "Mujeres" "02.5-9" 10 "10-CATAMARCA" 15671.5209025429 "03_NOA"
"173" 1990 "Mujeres" "03.10-14" 10 "10-CATAMARCA" 15861.2768027461 "03_NOA"
"174" 1990 "Mujeres" "04.15-19" 10 "10-CATAMARCA" 12046.0663512513 "03_NOA"
"175" 1990 "Mujeres" "05.20-24" 10 "10-CATAMARCA" 9873.76609658871 "03_NOA"
"176" 1990 "Mujeres" "06.25-29" 10 "10-CATAMARCA" 9106.69087120725 "03_NOA"
"177" 1990 "Mujeres" "07.30-34" 10 "10-CATAMARCA" 8716.7078212797 "03_NOA"
"178" 1990 "Mujeres" "08.35-39" 10 "10-CATAMARCA" 8101.19847661028 "03_NOA"
"179" 1990 "Mujeres" "09.40-44" 10 "10-CATAMARCA" 6693.56099861876 "03_NOA"
"180" 1990 "Mujeres" "10.45-49" 10 "10-CATAMARCA" 5668.78152455581 "03_NOA"
"181" 1990 "Mujeres" "11.50-54" 10 "10-CATAMARCA" 4731.20535952835 "03_NOA"
"182" 1990 "Mujeres" "12.55-59" 10 "10-CATAMARCA" 4684.77734449187 "03_NOA"
"183" 1990 "Mujeres" "13.60-64" 10 "10-CATAMARCA" 4293.44965377633 "03_NOA"
"184" 1990 "Mujeres" "14.65-69" 10 "10-CATAMARCA" 3523.82774463931 "03_NOA"
"185" 1990 "Mujeres" "15.70-74" 10 "10-CATAMARCA" 2669.61095841935 "03_NOA"
"186" 1990 "Mujeres" "16.75-79" 10 "10-CATAMARCA" 1817.30929148429 "03_NOA"
"187" 1990 "Mujeres" "17.80 y +" 10 "10-CATAMARCA" 1935.50919639124 "03_NOA"
"188" 1990 "Ambos sexos" "01.0-4" 10 "10-CATAMARCA" 33062.0736446745 "03_NOA"
"189" 1990 "Ambos sexos" "02.5-9" 10 "10-CATAMARCA" 31827.1339605515 "03_NOA"
"190" 1990 "Ambos sexos" "03.10-14" 10 "10-CATAMARCA" 32089.3022006426 "03_NOA"
"191" 1990 "Ambos sexos" "04.15-19" 10 "10-CATAMARCA" 24366.4367126414 "03_NOA"
"192" 1990 "Ambos sexos" "05.20-24" 10 "10-CATAMARCA" 19873.3739598736 "03_NOA"
"193" 1990 "Ambos sexos" "06.25-29" 10 "10-CATAMARCA" 18099.654462953 "03_NOA"
"194" 1990 "Ambos sexos" "07.30-34" 10 "10-CATAMARCA" 17300.4160018309 "03_NOA"
"195" 1990 "Ambos sexos" "08.35-39" 10 "10-CATAMARCA" 16206.3863722654 "03_NOA"
"196" 1990 "Ambos sexos" "09.40-44" 10 "10-CATAMARCA" 13501.1596409433 "03_NOA"
"197" 1990 "Ambos sexos" "10.45-49" 10 "10-CATAMARCA" 11442.9307026009 "03_NOA"
"198" 1990 "Ambos sexos" "11.50-54" 10 "10-CATAMARCA" 9460.48082922694 "03_NOA"
"199" 1990 "Ambos sexos" "12.55-59" 10 "10-CATAMARCA" 8906.35557341283 "03_NOA"
"200" 1990 "Ambos sexos" "13.60-64" 10 "10-CATAMARCA" 8069.10136369675 "03_NOA"
"201" 1990 "Ambos sexos" "14.65-69" 10 "10-CATAMARCA" 6401.66969788403 "03_NOA"
"202" 1990 "Ambos sexos" "15.70-74" 10 "10-CATAMARCA" 4894.7599643778 "03_NOA"
"203" 1990 "Ambos sexos" "16.75-79" 10 "10-CATAMARCA" 3310.35851168765 "03_NOA"
"204" 1990 "Ambos sexos" "17.80 y +" 10 "10-CATAMARCA" 3248.40640073727 "03_NOA"
"205" 1990 "Varones" "01.0-4" 14 "14-CÓRDOBA" 137773.923596984 "01_CENTRO"
"206" 1990 "Varones" "02.5-9" 14 "14-CÓRDOBA" 134484.689113017 "01_CENTRO"
"207" 1990 "Varones" "03.10-14" 14 "14-CÓRDOBA" 138205.409287014 "01_CENTRO"
"208" 1990 "Varones" "04.15-19" 14 "14-CÓRDOBA" 118807.206488924 "01_CENTRO"
"209" 1990 "Varones" "05.20-24" 14 "14-CÓRDOBA" 110232.588899199 "01_CENTRO"
"210" 1990 "Varones" "06.25-29" 14 "14-CÓRDOBA" 100587.8365198 "01_CENTRO"
"211" 1990 "Varones" "07.30-34" 14 "14-CÓRDOBA" 90170.5193486623 "01_CENTRO"
"212" 1990 "Varones" "08.35-39" 14 "14-CÓRDOBA" 86064.4114438852 "01_CENTRO"
"213" 1990 "Varones" "09.40-44" 14 "14-CÓRDOBA" 80058.8508651423 "01_CENTRO"
"214" 1990 "Varones" "10.45-49" 14 "14-CÓRDOBA" 72629.7401137685 "01_CENTRO"
"215" 1990 "Varones" "11.50-54" 14 "14-CÓRDOBA" 65094.9844988898 "01_CENTRO"
"216" 1990 "Varones" "12.55-59" 14 "14-CÓRDOBA" 60178.6651139744 "01_CENTRO"
"217" 1990 "Varones" "13.60-64" 14 "14-CÓRDOBA" 54621.7589432446 "01_CENTRO"
"218" 1990 "Varones" "14.65-69" 14 "14-CÓRDOBA" 42883.1094654924 "01_CENTRO"
"219" 1990 "Varones" "15.70-74" 14 "14-CÓRDOBA" 30496.8509563761 "01_CENTRO"
"220" 1990 "Varones" "16.75-79" 14 "14-CÓRDOBA" 20166.6822645827 "01_CENTRO"
"221" 1990 "Varones" "17.80 y +" 14 "14-CÓRDOBA" 14397.7730810438 "01_CENTRO"
"222" 1990 "Mujeres" "01.0-4" 14 "14-CÓRDOBA" 133170.392643374 "01_CENTRO"
"223" 1990 "Mujeres" "02.5-9" 14 "14-CÓRDOBA" 130366.095549697 "01_CENTRO"
"224" 1990 "Mujeres" "03.10-14" 14 "14-CÓRDOBA" 135421.073418127 "01_CENTRO"
"225" 1990 "Mujeres" "04.15-19" 14 "14-CÓRDOBA" 116487.805507255 "01_CENTRO"
"226" 1990 "Mujeres" "05.20-24" 14 "14-CÓRDOBA" 106778.819264691 "01_CENTRO"
"227" 1990 "Mujeres" "06.25-29" 14 "14-CÓRDOBA" 100030.772335328 "01_CENTRO"
"228" 1990 "Mujeres" "07.30-34" 14 "14-CÓRDOBA" 93609.5935864963 "01_CENTRO"
"229" 1990 "Mujeres" "08.35-39" 14 "14-CÓRDOBA" 89923.0408382889 "01_CENTRO"
"230" 1990 "Mujeres" "09.40-44" 14 "14-CÓRDOBA" 83573.0897692232 "01_CENTRO"
"231" 1990 "Mujeres" "10.45-49" 14 "14-CÓRDOBA" 75017.0112792081 "01_CENTRO"
"232" 1990 "Mujeres" "11.50-54" 14 "14-CÓRDOBA" 68649.651112078 "01_CENTRO"
"233" 1990 "Mujeres" "12.55-59" 14 "14-CÓRDOBA" 65828.0834751469 "01_CENTRO"
"234" 1990 "Mujeres" "13.60-64" 14 "14-CÓRDOBA" 62007.0454094205 "01_CENTRO"
"235" 1990 "Mujeres" "14.65-69" 14 "14-CÓRDOBA" 52767.4446728351 "01_CENTRO"
"236" 1990 "Mujeres" "15.70-74" 14 "14-CÓRDOBA" 41722.4267789513 "01_CENTRO"
"237" 1990 "Mujeres" "16.75-79" 14 "14-CÓRDOBA" 31402.5802375845 "01_CENTRO"
"238" 1990 "Mujeres" "17.80 y +" 14 "14-CÓRDOBA" 24758.0741222942 "01_CENTRO"
"239" 1990 "Ambos sexos" "01.0-4" 14 "14-CÓRDOBA" 270944.316240358 "01_CENTRO"
"240" 1990 "Ambos sexos" "02.5-9" 14 "14-CÓRDOBA" 264850.784662714 "01_CENTRO"
"241" 1990 "Ambos sexos" "03.10-14" 14 "14-CÓRDOBA" 273626.482705141 "01_CENTRO"
"242" 1990 "Ambos sexos" "04.15-19" 14 "14-CÓRDOBA" 235295.011996179 "01_CENTRO"
"243" 1990 "Ambos sexos" "05.20-24" 14 "14-CÓRDOBA" 217011.40816389 "01_CENTRO"
"244" 1990 "Ambos sexos" "06.25-29" 14 "14-CÓRDOBA" 200618.608855128 "01_CENTRO"
"245" 1990 "Ambos sexos" "07.30-34" 14 "14-CÓRDOBA" 183780.112935159 "01_CENTRO"
"246" 1990 "Ambos sexos" "08.35-39" 14 "14-CÓRDOBA" 175987.452282174 "01_CENTRO"
"247" 1990 "Ambos sexos" "09.40-44" 14 "14-CÓRDOBA" 163631.940634365 "01_CENTRO"
"248" 1990 "Ambos sexos" "10.45-49" 14 "14-CÓRDOBA" 147646.751392977 "01_CENTRO"
"249" 1990 "Ambos sexos" "11.50-54" 14 "14-CÓRDOBA" 133744.635610968 "01_CENTRO"
"250" 1990 "Ambos sexos" "12.55-59" 14 "14-CÓRDOBA" 126006.748589121 "01_CENTRO"
"251" 1990 "Ambos sexos" "13.60-64" 14 "14-CÓRDOBA" 116628.804352665 "01_CENTRO"
"252" 1990 "Ambos sexos" "14.65-69" 14 "14-CÓRDOBA" 95650.5541383275 "01_CENTRO"
"253" 1990 "Ambos sexos" "15.70-74" 14 "14-CÓRDOBA" 72219.2777353274 "01_CENTRO"
"254" 1990 "Ambos sexos" "16.75-79" 14 "14-CÓRDOBA" 51569.2625021672 "01_CENTRO"
"255" 1990 "Ambos sexos" "17.80 y +" 14 "14-CÓRDOBA" 39155.847203338 "01_CENTRO"
