"anio";"codigo";"localidad";"EDAD_EPIDEMIO";"sexo";"poblacion"
2023;"50";"50-MENDOZA";"3.10-14";"Mujeres";80698
2023;"50";"50-MENDOZA";"3.10-14";"Varones";85969
2023;"50";"50-MENDOZA";"4.15-19";"Ambos sexos";154252
2023;"50";"50-MENDOZA";"4.15-19";"Mujeres";74882
2023;"50";"50-MENDOZA";"4.15-19";"Varones";79370
2023;"50";"50-MENDOZA";"5.20-24";"Ambos sexos";151541
2023;"50";"50-MENDOZA";"5.20-24";"Mujeres";74202
2023;"50";"50-MENDOZA";"5.20-24";"Varones";77339
2023;"50";"50-MENDOZA";"6.25-29";"Ambos sexos";155432
2023;"50";"50-MENDOZA";"6.25-29";"Mujeres";76676
2023;"50";"50-MENDOZA";"6.25-29";"Varones";78756
2023;"50";"50-MENDOZA";"7.30-34";"Ambos sexos";155927
2023;"50";"50-MENDOZA";"7.30-34";"Mujeres";77452
2023;"50";"50-MENDOZA";"7.30-34";"Varones";78475
2023;"50";"50-MENDOZA";"8.35-39";"Ambos sexos";142909
2023;"50";"50-MENDOZA";"8.35-39";"Mujeres";71385
2023;"50";"50-MENDOZA";"8.35-39";"Varones";71524
2023;"50";"50-MENDOZA";"9.40-44";"Ambos sexos";134107
2023;"50";"50-MENDOZA";"9.40-44";"Mujeres";67538
2023;"50";"50-MENDOZA";"9.40-44";"Varones";66569
2023;"54";"54-MISIONES";"1.0-4";"Ambos sexos";118134
2023;"54";"54-MISIONES";"1.0-4";"Mujeres";57319
2023;"54";"54-MISIONES";"1.0-4";"Varones";60815
2023;"54";"54-MISIONES";"10.45-49";"Ambos sexos";70997
2023;"54";"54-MISIONES";"10.45-49";"Mujeres";36246
2023;"54";"54-MISIONES";"10.45-49";"Varones";34751
2023;"54";"54-MISIONES";"11.50-54";"Ambos sexos";59806
2023;"54";"54-MISIONES";"11.50-54";"Mujeres";30598
2023;"54";"54-MISIONES";"11.50-54";"Varones";29208
2023;"54";"54-MISIONES";"12.55-59";"Ambos sexos";53776
2023;"54";"54-MISIONES";"12.55-59";"Mujeres";27458
2023;"54";"54-MISIONES";"12.55-59";"Varones";26318
2023;"54";"54-MISIONES";"13.60-64";"Ambos sexos";49042
2023;"54";"54-MISIONES";"13.60-64";"Mujeres";24961
2023;"54";"54-MISIONES";"13.60-64";"Varones";24081
2023;"54";"54-MISIONES";"14.De 65 anios y mas";"Ambos sexos";113315
2023;"54";"54-MISIONES";"14.De 65 anios y mas";"Mujeres";62080
2023;"54";"54-MISIONES";"14.De 65 anios y mas";"Varones";51235
2023;"54";"54-MISIONES";"15.TODAS LAS EDADES";"Ambos sexos";1301723
2023;"54";"54-MISIONES";"15.TODAS LAS EDADES";"Mujeres";651987
2023;"54";"54-MISIONES";"15.TODAS LAS EDADES";"Varones";649736
2023;"54";"54-MISIONES";"2.5-9";"Ambos sexos";119711
2023;"54";"54-MISIONES";"2.5-9";"Mujeres";58137
2023;"54";"54-MISIONES";"2.5-9";"Varones";61574
2023;"54";"54-MISIONES";"3.10-14";"Ambos sexos";117439
2023;"54";"54-MISIONES";"3.10-14";"Mujeres";57002
2023;"54";"54-MISIONES";"3.10-14";"Varones";60437
2023;"54";"54-MISIONES";"4.15-19";"Ambos sexos";114049
2023;"54";"54-MISIONES";"4.15-19";"Mujeres";55431
2023;"54";"54-MISIONES";"4.15-19";"Varones";58618
2023;"54";"54-MISIONES";"5.20-24";"Ambos sexos";116001
2023;"54";"54-MISIONES";"5.20-24";"Mujeres";56599
2023;"54";"54-MISIONES";"5.20-24";"Varones";59402
2023;"54";"54-MISIONES";"6.25-29";"Ambos sexos";113152
2023;"54";"54-MISIONES";"6.25-29";"Mujeres";55748
2023;"54";"54-MISIONES";"6.25-29";"Varones";57404
2023;"54";"54-MISIONES";"7.30-34";"Ambos sexos";97113
2023;"54";"54-MISIONES";"7.30-34";"Mujeres";48936
2023;"54";"54-MISIONES";"7.30-34";"Varones";48177
2023;"54";"54-MISIONES";"8.35-39";"Ambos sexos";81483
2023;"54";"54-MISIONES";"8.35-39";"Mujeres";41712
2023;"54";"54-MISIONES";"8.35-39";"Varones";39771
2023;"54";"54-MISIONES";"9.40-44";"Ambos sexos";77705
2023;"54";"54-MISIONES";"9.40-44";"Mujeres";39760
2023;"54";"54-MISIONES";"9.40-44";"Varones";37945
2023;"58";"58-NEUQUÉN";"1.0-4";"Ambos sexos";55572
2023;"58";"58-NEUQUÉN";"1.0-4";"Mujeres";26946
2023;"58";"58-NEUQUÉN";"1.0-4";"Varones";28626
2023;"58";"58-NEUQUÉN";"10.45-49";"Ambos sexos";45404
2023;"58";"58-NEUQUÉN";"10.45-49";"Mujeres";23155
2023;"58";"58-NEUQUÉN";"10.45-49";"Varones";22249
2023;"58";"58-NEUQUÉN";"11.50-54";"Ambos sexos";38060
2023;"58";"58-NEUQUÉN";"11.50-54";"Mujeres";19608
2023;"58";"58-NEUQUÉN";"11.50-54";"Varones";18452
2023;"58";"58-NEUQUÉN";"12.55-59";"Ambos sexos";32607
2023;"58";"58-NEUQUÉN";"12.55-59";"Mujeres";17008
2023;"58";"58-NEUQUÉN";"12.55-59";"Varones";15599
2023;"58";"58-NEUQUÉN";"13.60-64";"Ambos sexos";28679
2023;"58";"58-NEUQUÉN";"13.60-64";"Mujeres";15072
2023;"58";"58-NEUQUÉN";"13.60-64";"Varones";13607
2023;"58";"58-NEUQUÉN";"14.De 65 anios y mas";"Ambos sexos";68383
2023;"58";"58-NEUQUÉN";"14.De 65 anios y mas";"Mujeres";38266
2023;"58";"58-NEUQUÉN";"14.De 65 anios y mas";"Varones";30117
2023;"58";"58-NEUQUÉN";"15.TODAS LAS EDADES";"Ambos sexos";688850
2023;"58";"58-NEUQUÉN";"15.TODAS LAS EDADES";"Mujeres";346683
2023;"58";"58-NEUQUÉN";"15.TODAS LAS EDADES";"Varones";342167
2023;"58";"58-NEUQUÉN";"2.5-9";"Ambos sexos";57371
2023;"58";"58-NEUQUÉN";"2.5-9";"Mujeres";27845
2023;"58";"58-NEUQUÉN";"2.5-9";"Varones";29526
2023;"58";"58-NEUQUÉN";"3.10-14";"Ambos sexos";57771
2023;"58";"58-NEUQUÉN";"3.10-14";"Mujeres";28017
2023;"58";"58-NEUQUÉN";"3.10-14";"Varones";29754
2023;"58";"58-NEUQUÉN";"4.15-19";"Ambos sexos";53075
2023;"58";"58-NEUQUÉN";"4.15-19";"Mujeres";25818
2023;"58";"58-NEUQUÉN";"4.15-19";"Varones";27257
2023;"58";"58-NEUQUÉN";"5.20-24";"Ambos sexos";50666
2023;"58";"58-NEUQUÉN";"5.20-24";"Mujeres";24682
2023;"58";"58-NEUQUÉN";"5.20-24";"Varones";25984
2023;"58";"58-NEUQUÉN";"6.25-29";"Ambos sexos";51733
2023;"58";"58-NEUQUÉN";"6.25-29";"Mujeres";25352
2023;"58";"58-NEUQUÉN";"6.25-29";"Varones";26381
2023;"58";"58-NEUQUÉN";"7.30-34";"Ambos sexos";52276
2023;"58";"58-NEUQUÉN";"7.30-34";"Mujeres";25836
2023;"58";"58-NEUQUÉN";"7.30-34";"Varones";26440
2023;"58";"58-NEUQUÉN";"8.35-39";"Ambos sexos";49273
2023;"58";"58-NEUQUÉN";"8.35-39";"Mujeres";24717
2023;"58";"58-NEUQUÉN";"8.35-39";"Varones";24556
2023;"58";"58-NEUQUÉN";"9.40-44";"Ambos sexos";47980
2023;"58";"58-NEUQUÉN";"9.40-44";"Mujeres";24361
2023;"58";"58-NEUQUÉN";"9.40-44";"Varones";23619
2023;"62";"62-RÍO NEGRO";"1.0-4";"Ambos sexos";60046
2023;"62";"62-RÍO NEGRO";"1.0-4";"Mujeres";29136
2023;"62";"62-RÍO NEGRO";"1.0-4";"Varones";30910
2023;"62";"62-RÍO NEGRO";"10.45-49";"Ambos sexos";50450
2023;"62";"62-RÍO NEGRO";"10.45-49";"Mujeres";25549
2023;"62";"62-RÍO NEGRO";"10.45-49";"Varones";24901
2023;"62";"62-RÍO NEGRO";"11.50-54";"Ambos sexos";41947
2023;"62";"62-RÍO NEGRO";"11.50-54";"Mujeres";21210
2023;"62";"62-RÍO NEGRO";"11.50-54";"Varones";20737
2023;"62";"62-RÍO NEGRO";"12.55-59";"Ambos sexos";36812
2023;"62";"62-RÍO NEGRO";"12.55-59";"Mujeres";18882
2023;"62";"62-RÍO NEGRO";"12.55-59";"Varones";17930
2023;"62";"62-RÍO NEGRO";"13.60-64";"Ambos sexos";33324
2023;"62";"62-RÍO NEGRO";"13.60-64";"Mujeres";17259
2023;"62";"62-RÍO NEGRO";"13.60-64";"Varones";16065
2023;"62";"62-RÍO NEGRO";"14.De 65 anios y mas";"Ambos sexos";87621
2023;"62";"62-RÍO NEGRO";"14.De 65 anios y mas";"Mujeres";48327
2023;"62";"62-RÍO NEGRO";"14.De 65 anios y mas";"Varones";39294
2023;"62";"62-RÍO NEGRO";"15.TODAS LAS EDADES";"Ambos sexos";775610
2023;"62";"62-RÍO NEGRO";"15.TODAS LAS EDADES";"Mujeres";388793
2023;"62";"62-RÍO NEGRO";"15.TODAS LAS EDADES";"Varones";386817
2023;"62";"62-RÍO NEGRO";"2.5-9";"Ambos sexos";61473
2023;"62";"62-RÍO NEGRO";"2.5-9";"Mujeres";29808
2023;"62";"62-RÍO NEGRO";"2.5-9";"Varones";31665
2023;"62";"62-RÍO NEGRO";"3.10-14";"Ambos sexos";61142
2023;"62";"62-RÍO NEGRO";"3.10-14";"Mujeres";29557
2023;"62";"62-RÍO NEGRO";"3.10-14";"Varones";31585
2023;"62";"62-RÍO NEGRO";"4.15-19";"Ambos sexos";58720
2023;"62";"62-RÍO NEGRO";"4.15-19";"Mujeres";28423
2023;"62";"62-RÍO NEGRO";"4.15-19";"Varones";30297
2023;"62";"62-RÍO NEGRO";"5.20-24";"Ambos sexos";57650
2023;"62";"62-RÍO NEGRO";"5.20-24";"Mujeres";28021
2023;"62";"62-RÍO NEGRO";"5.20-24";"Varones";29629
2023;"62";"62-RÍO NEGRO";"6.25-29";"Ambos sexos";58361
2023;"62";"62-RÍO NEGRO";"6.25-29";"Mujeres";28576
2023;"62";"62-RÍO NEGRO";"6.25-29";"Varones";29785
2023;"62";"62-RÍO NEGRO";"7.30-34";"Ambos sexos";58050
2023;"62";"62-RÍO NEGRO";"7.30-34";"Mujeres";28754
2023;"62";"62-RÍO NEGRO";"7.30-34";"Varones";29296
2023;"62";"62-RÍO NEGRO";"8.35-39";"Ambos sexos";55222
2023;"62";"62-RÍO NEGRO";"8.35-39";"Mujeres";27620
2023;"62";"62-RÍO NEGRO";"8.35-39";"Varones";27602
2023;"62";"62-RÍO NEGRO";"9.40-44";"Ambos sexos";54792
2023;"62";"62-RÍO NEGRO";"9.40-44";"Mujeres";27671
2023;"62";"62-RÍO NEGRO";"9.40-44";"Varones";27121
2023;"66";"66-SALTA";"1.0-4";"Ambos sexos";135346
2023;"66";"66-SALTA";"1.0-4";"Mujeres";65686
2023;"66";"66-SALTA";"1.0-4";"Varones";69660
2023;"66";"66-SALTA";"10.45-49";"Ambos sexos";84091
2023;"66";"66-SALTA";"10.45-49";"Mujeres";43363
2023;"66";"66-SALTA";"10.45-49";"Varones";40728
2023;"66";"66-SALTA";"11.50-54";"Ambos sexos";69457
2023;"66";"66-SALTA";"11.50-54";"Mujeres";35927
2023;"66";"66-SALTA";"11.50-54";"Varones";33530
2023;"66";"66-SALTA";"12.55-59";"Ambos sexos";58902
2023;"66";"66-SALTA";"12.55-59";"Mujeres";30564
2023;"66";"66-SALTA";"12.55-59";"Varones";28338
2023;"66";"66-SALTA";"13.60-64";"Ambos sexos";51384
2023;"66";"66-SALTA";"13.60-64";"Mujeres";26948
2023;"66";"66-SALTA";"13.60-64";"Varones";24436
2023;"66";"66-SALTA";"14.De 65 anios y mas";"Ambos sexos";133241
2023;"66";"66-SALTA";"14.De 65 anios y mas";"Mujeres";74949
2023;"66";"66-SALTA";"14.De 65 anios y mas";"Varones";58292
2023;"66";"66-SALTA";"15.TODAS LAS EDADES";"Ambos sexos";1476539
2023;"66";"66-SALTA";"15.TODAS LAS EDADES";"Mujeres";745957
2023;"66";"66-SALTA";"15.TODAS LAS EDADES";"Varones";730582
2023;"66";"66-SALTA";"2.5-9";"Ambos sexos";136325
2023;"66";"66-SALTA";"2.5-9";"Mujeres";66262
2023;"66";"66-SALTA";"2.5-9";"Varones";70063
2023;"66";"66-SALTA";"3.10-14";"Ambos sexos";133607
2023;"66";"66-SALTA";"3.10-14";"Mujeres";64982
2023;"66";"66-SALTA";"3.10-14";"Varones";68625
2023;"66";"66-SALTA";"4.15-19";"Ambos sexos";126872
2023;"66";"66-SALTA";"4.15-19";"Mujeres";62131
2023;"66";"66-SALTA";"4.15-19";"Varones";64741
2023;"66";"66-SALTA";"5.20-24";"Ambos sexos";126020
2023;"66";"66-SALTA";"5.20-24";"Mujeres";62012
2023;"66";"66-SALTA";"5.20-24";"Varones";64008
2023;"66";"66-SALTA";"6.25-29";"Ambos sexos";124216
2023;"66";"66-SALTA";"6.25-29";"Mujeres";61563
2023;"66";"66-SALTA";"6.25-29";"Varones";62653
2023;"66";"66-SALTA";"7.30-34";"Ambos sexos";110886
2023;"66";"66-SALTA";"7.30-34";"Mujeres";55960
2023;"66";"66-SALTA";"7.30-34";"Varones";54926
2023;"66";"66-SALTA";"8.35-39";"Ambos sexos";94778
2023;"66";"66-SALTA";"8.35-39";"Mujeres";48589
2023;"66";"66-SALTA";"8.35-39";"Varones";46189
2023;"66";"66-SALTA";"9.40-44";"Ambos sexos";91414
2023;"66";"66-SALTA";"9.40-44";"Mujeres";47021
2023;"66";"66-SALTA";"9.40-44";"Varones";44393
2023;"70";"70-SAN JUAN";"1.0-4";"Ambos sexos";66852
2023;"70";"70-SAN JUAN";"1.0-4";"Mujeres";32436
2023;"70";"70-SAN JUAN";"1.0-4";"Varones";34416
2023;"70";"70-SAN JUAN";"10.45-49";"Ambos sexos";48823
2023;"70";"70-SAN JUAN";"10.45-49";"Mujeres";24588
2023;"70";"70-SAN JUAN";"10.45-49";"Varones";24235
2023;"70";"70-SAN JUAN";"11.50-54";"Ambos sexos";41156
2023;"70";"70-SAN JUAN";"11.50-54";"Mujeres";21114
2023;"70";"70-SAN JUAN";"11.50-54";"Varones";20042
2023;"70";"70-SAN JUAN";"12.55-59";"Ambos sexos";34686
2023;"70";"70-SAN JUAN";"12.55-59";"Mujeres";18085
2023;"70";"70-SAN JUAN";"12.55-59";"Varones";16601
2023;"70";"70-SAN JUAN";"13.60-64";"Ambos sexos";31466
2023;"70";"70-SAN JUAN";"13.60-64";"Mujeres";16793
2023;"70";"70-SAN JUAN";"13.60-64";"Varones";14673
2023;"70";"70-SAN JUAN";"14.De 65 anios y mas";"Ambos sexos";88954
2023;"70";"70-SAN JUAN";"14.De 65 anios y mas";"Mujeres";51335
2023;"70";"70-SAN JUAN";"14.De 65 anios y mas";"Varones";37619
2023;"70";"70-SAN JUAN";"15.TODAS LAS EDADES";"Ambos sexos";805830
2023;"70";"70-SAN JUAN";"15.TODAS LAS EDADES";"Mujeres";405705
2023;"70";"70-SAN JUAN";"15.TODAS LAS EDADES";"Varones";400125
2023;"70";"70-SAN JUAN";"2.5-9";"Ambos sexos";66304
2023;"70";"70-SAN JUAN";"2.5-9";"Mujeres";32052
2023;"70";"70-SAN JUAN";"2.5-9";"Varones";34252
2023;"70";"70-SAN JUAN";"3.10-14";"Ambos sexos";66761
2023;"70";"70-SAN JUAN";"3.10-14";"Mujeres";32079
2023;"70";"70-SAN JUAN";"3.10-14";"Varones";34682
2023;"70";"70-SAN JUAN";"4.15-19";"Ambos sexos";66736
2023;"70";"70-SAN JUAN";"4.15-19";"Mujeres";32052
2023;"70";"70-SAN JUAN";"4.15-19";"Varones";34684
2023;"70";"70-SAN JUAN";"5.20-24";"Ambos sexos";65474
2023;"70";"70-SAN JUAN";"5.20-24";"Mujeres";31780
2023;"70";"70-SAN JUAN";"5.20-24";"Varones";33694
2023;"70";"70-SAN JUAN";"6.25-29";"Ambos sexos";64293
2023;"70";"70-SAN JUAN";"6.25-29";"Mujeres";31598
2023;"70";"70-SAN JUAN";"6.25-29";"Varones";32695
2023;"70";"70-SAN JUAN";"7.30-34";"Ambos sexos";59753
2023;"70";"70-SAN JUAN";"7.30-34";"Mujeres";29669
2023;"70";"70-SAN JUAN";"7.30-34";"Varones";30084
2023;"70";"70-SAN JUAN";"8.35-39";"Ambos sexos";52967
2023;"70";"70-SAN JUAN";"8.35-39";"Mujeres";26314
2023;"70";"70-SAN JUAN";"8.35-39";"Varones";26653
2023;"70";"70-SAN JUAN";"9.40-44";"Ambos sexos";51605
2023;"70";"70-SAN JUAN";"9.40-44";"Mujeres";25810
2023;"70";"70-SAN JUAN";"9.40-44";"Varones";25795
2023;"74";"74-SAN LUIS";"1.0-4";"Ambos sexos";41482
2023;"74";"74-SAN LUIS";"1.0-4";"Mujeres";20127
2023;"74";"74-SAN LUIS";"1.0-4";"Varones";21355
2023;"74";"74-SAN LUIS";"10.45-49";"Ambos sexos";33167
2023;"74";"74-SAN LUIS";"10.45-49";"Mujeres";16651
2023;"74";"74-SAN LUIS";"10.45-49";"Varones";16516
2023;"74";"74-SAN LUIS";"11.50-54";"Ambos sexos";27535
2023;"74";"74-SAN LUIS";"11.50-54";"Mujeres";13758
2023;"74";"74-SAN LUIS";"11.50-54";"Varones";13777
2023;"74";"74-SAN LUIS";"12.55-59";"Ambos sexos";24495
2023;"74";"74-SAN LUIS";"12.55-59";"Mujeres";12345
2023;"74";"74-SAN LUIS";"12.55-59";"Varones";12150
2023;"74";"74-SAN LUIS";"13.60-64";"Ambos sexos";22272
2023;"74";"74-SAN LUIS";"13.60-64";"Mujeres";11502
2023;"74";"74-SAN LUIS";"13.60-64";"Varones";10770
2023;"74";"74-SAN LUIS";"14.De 65 anios y mas";"Ambos sexos";61013
2023;"74";"74-SAN LUIS";"14.De 65 anios y mas";"Mujeres";34413
2023;"74";"74-SAN LUIS";"14.De 65 anios y mas";"Varones";26600
2023;"74";"74-SAN LUIS";"15.TODAS LAS EDADES";"Ambos sexos";527023
2023;"74";"74-SAN LUIS";"15.TODAS LAS EDADES";"Mujeres";265509
2023;"74";"74-SAN LUIS";"15.TODAS LAS EDADES";"Varones";261514
2023;"74";"74-SAN LUIS";"2.5-9";"Ambos sexos";41111
2023;"74";"74-SAN LUIS";"2.5-9";"Mujeres";19992
2023;"74";"74-SAN LUIS";"2.5-9";"Varones";21119
2023;"74";"74-SAN LUIS";"3.10-14";"Ambos sexos";40353
2023;"74";"74-SAN LUIS";"3.10-14";"Mujeres";19641
2023;"74";"74-SAN LUIS";"3.10-14";"Varones";20712
2023;"74";"74-SAN LUIS";"4.15-19";"Ambos sexos";41047
2023;"74";"74-SAN LUIS";"4.15-19";"Mujeres";20186
2023;"74";"74-SAN LUIS";"4.15-19";"Varones";20861
2023;"74";"74-SAN LUIS";"5.20-24";"Ambos sexos";42524
2023;"74";"74-SAN LUIS";"5.20-24";"Mujeres";20964
2023;"74";"74-SAN LUIS";"5.20-24";"Varones";21560
2023;"74";"74-SAN LUIS";"6.25-29";"Ambos sexos";42521
2023;"74";"74-SAN LUIS";"6.25-29";"Mujeres";20980
2023;"74";"74-SAN LUIS";"6.25-29";"Varones";21541
2023;"74";"74-SAN LUIS";"7.30-34";"Ambos sexos";38992
2023;"74";"74-SAN LUIS";"7.30-34";"Mujeres";19409
2023;"74";"74-SAN LUIS";"7.30-34";"Varones";19583
2023;"74";"74-SAN LUIS";"8.35-39";"Ambos sexos";35183
2023;"74";"74-SAN LUIS";"8.35-39";"Mujeres";17689
2023;"74";"74-SAN LUIS";"8.35-39";"Varones";17494
2023;"74";"74-SAN LUIS";"9.40-44";"Ambos sexos";35328
2023;"74";"74-SAN LUIS";"9.40-44";"Mujeres";17852
2023;"74";"74-SAN LUIS";"9.40-44";"Varones";17476
2023;"78";"78-SANTA CRUZ";"1.0-4";"Ambos sexos";33581
2023;"78";"78-SANTA CRUZ";"1.0-4";"Mujeres";16303
2023;"78";"78-SANTA CRUZ";"1.0-4";"Varones";17278
2023;"78";"78-SANTA CRUZ";"10.45-49";"Ambos sexos";26158
2023;"78";"78-SANTA CRUZ";"10.45-49";"Mujeres";12403
2023;"78";"78-SANTA CRUZ";"10.45-49";"Varones";13755
2023;"78";"78-SANTA CRUZ";"11.50-54";"Ambos sexos";19537
2023;"78";"78-SANTA CRUZ";"11.50-54";"Mujeres";9330
2023;"78";"78-SANTA CRUZ";"11.50-54";"Varones";10207
2023;"78";"78-SANTA CRUZ";"12.55-59";"Ambos sexos";15935
2023;"78";"78-SANTA CRUZ";"12.55-59";"Mujeres";7667
2023;"78";"78-SANTA CRUZ";"12.55-59";"Varones";8268
2023;"78";"78-SANTA CRUZ";"13.60-64";"Ambos sexos";13471
2023;"78";"78-SANTA CRUZ";"13.60-64";"Mujeres";6539
2023;"78";"78-SANTA CRUZ";"13.60-64";"Varones";6932
2023;"78";"78-SANTA CRUZ";"14.De 65 anios y mas";"Ambos sexos";27185
2023;"78";"78-SANTA CRUZ";"14.De 65 anios y mas";"Mujeres";14742
2023;"78";"78-SANTA CRUZ";"14.De 65 anios y mas";"Varones";12443
2023;"78";"78-SANTA CRUZ";"15.TODAS LAS EDADES";"Ambos sexos";392904
2023;"78";"78-SANTA CRUZ";"15.TODAS LAS EDADES";"Mujeres";191145
2023;"78";"78-SANTA CRUZ";"15.TODAS LAS EDADES";"Varones";201759
2023;"78";"78-SANTA CRUZ";"2.5-9";"Ambos sexos";34468
2023;"78";"78-SANTA CRUZ";"2.5-9";"Mujeres";16674
2023;"78";"78-SANTA CRUZ";"2.5-9";"Varones";17794
2023;"78";"78-SANTA CRUZ";"3.10-14";"Ambos sexos";34492
2023;"78";"78-SANTA CRUZ";"3.10-14";"Mujeres";16604
2023;"78";"78-SANTA CRUZ";"3.10-14";"Varones";17888
2023;"78";"78-SANTA CRUZ";"4.15-19";"Ambos sexos";32877
2023;"78";"78-SANTA CRUZ";"4.15-19";"Mujeres";15771
2023;"78";"78-SANTA CRUZ";"4.15-19";"Varones";17106
2023;"78";"78-SANTA CRUZ";"5.20-24";"Ambos sexos";30290
2023;"78";"78-SANTA CRUZ";"5.20-24";"Mujeres";14708
2023;"78";"78-SANTA CRUZ";"5.20-24";"Varones";15582
2023;"78";"78-SANTA CRUZ";"6.25-29";"Ambos sexos";29439
2023;"78";"78-SANTA CRUZ";"6.25-29";"Mujeres";14507
2023;"78";"78-SANTA CRUZ";"6.25-29";"Varones";14932
2023;"78";"78-SANTA CRUZ";"7.30-34";"Ambos sexos";31634
2023;"78";"78-SANTA CRUZ";"7.30-34";"Mujeres";15447
2023;"78";"78-SANTA CRUZ";"7.30-34";"Varones";16187
2023;"78";"78-SANTA CRUZ";"8.35-39";"Ambos sexos";32605
2023;"78";"78-SANTA CRUZ";"8.35-39";"Mujeres";15609
2023;"78";"78-SANTA CRUZ";"8.35-39";"Varones";16996
2023;"78";"78-SANTA CRUZ";"9.40-44";"Ambos sexos";31232
2023;"78";"78-SANTA CRUZ";"9.40-44";"Mujeres";14841
2023;"78";"78-SANTA CRUZ";"9.40-44";"Varones";16391
2023;"82";"82-SANTE FE";"1.0-4";"Ambos sexos";264619
2023;"82";"82-SANTE FE";"1.0-4";"Mujeres";128404
2023;"82";"82-SANTE FE";"1.0-4";"Varones";136215
2023;"82";"82-SANTE FE";"10.45-49";"Ambos sexos";232681
2023;"82";"82-SANTE FE";"10.45-49";"Mujeres";118289
2023;"82";"82-SANTE FE";"10.45-49";"Varones";114392
2023;"82";"82-SANTE FE";"11.50-54";"Ambos sexos";190246
2023;"82";"82-SANTE FE";"11.50-54";"Mujeres";97706
2023;"82";"82-SANTE FE";"11.50-54";"Varones";92540
2023;"82";"82-SANTE FE";"12.55-59";"Ambos sexos";172447
2023;"82";"82-SANTE FE";"12.55-59";"Mujeres";89787
2023;"82";"82-SANTE FE";"12.55-59";"Varones";82660
2023;"82";"82-SANTE FE";"13.60-64";"Ambos sexos";162121
2023;"82";"82-SANTE FE";"13.60-64";"Mujeres";86120
2023;"82";"82-SANTE FE";"13.60-64";"Varones";76001
2023;"82";"82-SANTE FE";"14.De 65 anios y mas";"Ambos sexos";480358
2023;"82";"82-SANTE FE";"14.De 65 anios y mas";"Mujeres";286094
2023;"82";"82-SANTE FE";"14.De 65 anios y mas";"Varones";194264
2023;"82";"82-SANTE FE";"15.TODAS LAS EDADES";"Ambos sexos";3616227
2023;"82";"82-SANTE FE";"15.TODAS LAS EDADES";"Mujeres";1852334
2023;"82";"82-SANTE FE";"15.TODAS LAS EDADES";"Varones";1763893
2023;"82";"82-SANTE FE";"2.5-9";"Ambos sexos";269439
2023;"82";"82-SANTE FE";"2.5-9";"Mujeres";130785
2023;"82";"82-SANTE FE";"2.5-9";"Varones";138654
2023;"82";"82-SANTE FE";"3.10-14";"Ambos sexos";266671
2023;"82";"82-SANTE FE";"3.10-14";"Mujeres";130495
2023;"82";"82-SANTE FE";"3.10-14";"Varones";136176
2023;"82";"82-SANTE FE";"4.15-19";"Ambos sexos";251558
2023;"82";"82-SANTE FE";"4.15-19";"Mujeres";123337
2023;"82";"82-SANTE FE";"4.15-19";"Varones";128221
2023;"82";"82-SANTE FE";"5.20-24";"Ambos sexos";256425
2023;"82";"82-SANTE FE";"5.20-24";"Mujeres";126261
2023;"82";"82-SANTE FE";"5.20-24";"Varones";130164
2023;"82";"82-SANTE FE";"6.25-29";"Ambos sexos";272228
2023;"82";"82-SANTE FE";"6.25-29";"Mujeres";135612
2023;"82";"82-SANTE FE";"6.25-29";"Varones";136616
2023;"82";"82-SANTE FE";"7.30-34";"Ambos sexos";275912
2023;"82";"82-SANTE FE";"7.30-34";"Mujeres";137909
2023;"82";"82-SANTE FE";"7.30-34";"Varones";138003
2023;"82";"82-SANTE FE";"8.35-39";"Ambos sexos";264451
2023;"82";"82-SANTE FE";"8.35-39";"Mujeres";132287
2023;"82";"82-SANTE FE";"8.35-39";"Varones";132164
2023;"82";"82-SANTE FE";"9.40-44";"Ambos sexos";257071
2023;"82";"82-SANTE FE";"9.40-44";"Mujeres";129248
2023;"82";"82-SANTE FE";"9.40-44";"Varones";127823
2023;"86";"86-SANTIAGO DEL ESTERO";"1.0-4";"Ambos sexos";90133
2023;"86";"86-SANTIAGO DEL ESTERO";"1.0-4";"Mujeres";43739
2023;"86";"86-SANTIAGO DEL ESTERO";"1.0-4";"Varones";46394
2023;"86";"86-SANTIAGO DEL ESTERO";"10.45-49";"Ambos sexos";59050
2023;"86";"86-SANTIAGO DEL ESTERO";"10.45-49";"Mujeres";30225
2023;"86";"86-SANTIAGO DEL ESTERO";"10.45-49";"Varones";28825
2023;"86";"86-SANTIAGO DEL ESTERO";"11.50-54";"Ambos sexos";47405
2023;"86";"86-SANTIAGO DEL ESTERO";"11.50-54";"Mujeres";23907
2023;"86";"86-SANTIAGO DEL ESTERO";"11.50-54";"Varones";23498
2023;"86";"86-SANTIAGO DEL ESTERO";"12.55-59";"Ambos sexos";39738
2023;"86";"86-SANTIAGO DEL ESTERO";"12.55-59";"Mujeres";19938
2023;"86";"86-SANTIAGO DEL ESTERO";"12.55-59";"Varones";19800
2023;"86";"86-SANTIAGO DEL ESTERO";"13.60-64";"Ambos sexos";35912
2023;"86";"86-SANTIAGO DEL ESTERO";"13.60-64";"Mujeres";18329
2023;"86";"86-SANTIAGO DEL ESTERO";"13.60-64";"Varones";17583
2023;"86";"86-SANTIAGO DEL ESTERO";"14.De 65 anios y mas";"Ambos sexos";97093
2023;"86";"86-SANTIAGO DEL ESTERO";"14.De 65 anios y mas";"Mujeres";53787
