"anio";"codigo";"localidad";"EDAD_EPIDEMIO";"sexo";"poblacion"
2024;"74";"74-SAN LUIS";"13.60-64";"Ambos sexos";22662
2024;"74";"74-SAN LUIS";"13.60-64";"Mujeres";11686
2024;"74";"74-SAN LUIS";"13.60-64";"Varones";10976
2024;"74";"74-SAN LUIS";"14.De 65 anios y mas";"Ambos sexos";62877
2024;"74";"74-SAN LUIS";"14.De 65 anios y mas";"Mujeres";35468
2024;"74";"74-SAN LUIS";"14.De 65 anios y mas";"Varones";27409
2024;"74";"74-SAN LUIS";"15.TODAS LAS EDADES";"Ambos sexos";533137
2024;"74";"74-SAN LUIS";"15.TODAS LAS EDADES";"Mujeres";268570
2024;"74";"74-SAN LUIS";"15.TODAS LAS EDADES";"Varones";264567
2024;"74";"74-SAN LUIS";"2.5-9";"Ambos sexos";41271
2024;"74";"74-SAN LUIS";"2.5-9";"Mujeres";20068
2024;"74";"74-SAN LUIS";"2.5-9";"Varones";21203
2024;"74";"74-SAN LUIS";"3.10-14";"Ambos sexos";40600
2024;"74";"74-SAN LUIS";"3.10-14";"Mujeres";19775
2024;"74";"74-SAN LUIS";"3.10-14";"Varones";20825
2024;"74";"74-SAN LUIS";"4.15-19";"Ambos sexos";40737
2024;"74";"74-SAN LUIS";"4.15-19";"Mujeres";19969
2024;"74";"74-SAN LUIS";"4.15-19";"Varones";20768
2024;"74";"74-SAN LUIS";"5.20-24";"Ambos sexos";42213
2024;"74";"74-SAN LUIS";"5.20-24";"Mujeres";20826
2024;"74";"74-SAN LUIS";"5.20-24";"Varones";21387
2024;"74";"74-SAN LUIS";"6.25-29";"Ambos sexos";42825
2024;"74";"74-SAN LUIS";"6.25-29";"Mujeres";21092
2024;"74";"74-SAN LUIS";"6.25-29";"Varones";21733
2024;"74";"74-SAN LUIS";"7.30-34";"Ambos sexos";40154
2024;"74";"74-SAN LUIS";"7.30-34";"Mujeres";19964
2024;"74";"74-SAN LUIS";"7.30-34";"Varones";20190
2024;"74";"74-SAN LUIS";"8.35-39";"Ambos sexos";35675
2024;"74";"74-SAN LUIS";"8.35-39";"Mujeres";17892
2024;"74";"74-SAN LUIS";"8.35-39";"Varones";17783
2024;"74";"74-SAN LUIS";"9.40-44";"Ambos sexos";35161
2024;"74";"74-SAN LUIS";"9.40-44";"Mujeres";17781
2024;"74";"74-SAN LUIS";"9.40-44";"Varones";17380
2024;"78";"78-SANTA CRUZ";"1.0-4";"Ambos sexos";33849
2024;"78";"78-SANTA CRUZ";"1.0-4";"Mujeres";16433
2024;"78";"78-SANTA CRUZ";"1.0-4";"Varones";17416
2024;"78";"78-SANTA CRUZ";"10.45-49";"Ambos sexos";27549
2024;"78";"78-SANTA CRUZ";"10.45-49";"Mujeres";13048
2024;"78";"78-SANTA CRUZ";"10.45-49";"Varones";14501
2024;"78";"78-SANTA CRUZ";"11.50-54";"Ambos sexos";20626
2024;"78";"78-SANTA CRUZ";"11.50-54";"Mujeres";9839
2024;"78";"78-SANTA CRUZ";"11.50-54";"Varones";10787
2024;"78";"78-SANTA CRUZ";"12.55-59";"Ambos sexos";16343
2024;"78";"78-SANTA CRUZ";"12.55-59";"Mujeres";7865
2024;"78";"78-SANTA CRUZ";"12.55-59";"Varones";8478
2024;"78";"78-SANTA CRUZ";"13.60-64";"Ambos sexos";13899
2024;"78";"78-SANTA CRUZ";"13.60-64";"Mujeres";6757
2024;"78";"78-SANTA CRUZ";"13.60-64";"Varones";7142
2024;"78";"78-SANTA CRUZ";"14.De 65 anios y mas";"Ambos sexos";28551
2024;"78";"78-SANTA CRUZ";"14.De 65 anios y mas";"Mujeres";15459
2024;"78";"78-SANTA CRUZ";"14.De 65 anios y mas";"Varones";13092
2024;"78";"78-SANTA CRUZ";"15.TODAS LAS EDADES";"Ambos sexos";401984
2024;"78";"78-SANTA CRUZ";"15.TODAS LAS EDADES";"Mujeres";195588
2024;"78";"78-SANTA CRUZ";"15.TODAS LAS EDADES";"Varones";206396
2024;"78";"78-SANTA CRUZ";"2.5-9";"Ambos sexos";34696
2024;"78";"78-SANTA CRUZ";"2.5-9";"Mujeres";16784
2024;"78";"78-SANTA CRUZ";"2.5-9";"Varones";17912
2024;"78";"78-SANTA CRUZ";"3.10-14";"Ambos sexos";35168
2024;"78";"78-SANTA CRUZ";"3.10-14";"Mujeres";16931
2024;"78";"78-SANTA CRUZ";"3.10-14";"Varones";18237
2024;"78";"78-SANTA CRUZ";"4.15-19";"Ambos sexos";33342
2024;"78";"78-SANTA CRUZ";"4.15-19";"Mujeres";15976
2024;"78";"78-SANTA CRUZ";"4.15-19";"Varones";17366
2024;"78";"78-SANTA CRUZ";"5.20-24";"Ambos sexos";31246
2024;"78";"78-SANTA CRUZ";"5.20-24";"Mujeres";15123
2024;"78";"78-SANTA CRUZ";"5.20-24";"Varones";16123
2024;"78";"78-SANTA CRUZ";"6.25-29";"Ambos sexos";29958
2024;"78";"78-SANTA CRUZ";"6.25-29";"Mujeres";14759
2024;"78";"78-SANTA CRUZ";"6.25-29";"Varones";15199
2024;"78";"78-SANTA CRUZ";"7.30-34";"Ambos sexos";32001
2024;"78";"78-SANTA CRUZ";"7.30-34";"Mujeres";15679
2024;"78";"78-SANTA CRUZ";"7.30-34";"Varones";16322
2024;"78";"78-SANTA CRUZ";"8.35-39";"Ambos sexos";32877
2024;"78";"78-SANTA CRUZ";"8.35-39";"Mujeres";15765
2024;"78";"78-SANTA CRUZ";"8.35-39";"Varones";17112
2024;"78";"78-SANTA CRUZ";"9.40-44";"Ambos sexos";31879
2024;"78";"78-SANTA CRUZ";"9.40-44";"Mujeres";15170
2024;"78";"78-SANTA CRUZ";"9.40-44";"Varones";16709
2024;"82";"82-SANTE FE";"1.0-4";"Ambos sexos";263391
2024;"82";"82-SANTE FE";"1.0-4";"Mujeres";127805
2024;"82";"82-SANTE FE";"1.0-4";"Varones";135586
2024;"82";"82-SANTE FE";"10.45-49";"Ambos sexos";240425
2024;"82";"82-SANTE FE";"10.45-49";"Mujeres";122084
2024;"82";"82-SANTE FE";"10.45-49";"Varones";118341
2024;"82";"82-SANTE FE";"11.50-54";"Ambos sexos";196132
2024;"82";"82-SANTE FE";"11.50-54";"Mujeres";100668
2024;"82";"82-SANTE FE";"11.50-54";"Varones";95464
2024;"82";"82-SANTE FE";"12.55-59";"Ambos sexos";173171
2024;"82";"82-SANTE FE";"12.55-59";"Mujeres";90068
2024;"82";"82-SANTE FE";"12.55-59";"Varones";83103
2024;"82";"82-SANTE FE";"13.60-64";"Ambos sexos";163382
2024;"82";"82-SANTE FE";"13.60-64";"Mujeres";86757
2024;"82";"82-SANTE FE";"13.60-64";"Varones";76625
2024;"82";"82-SANTE FE";"14.De 65 anios y mas";"Ambos sexos";489298
2024;"82";"82-SANTE FE";"14.De 65 anios y mas";"Mujeres";291141
2024;"82";"82-SANTE FE";"14.De 65 anios y mas";"Varones";198157
2024;"82";"82-SANTE FE";"15.TODAS LAS EDADES";"Ambos sexos";3642063
2024;"82";"82-SANTE FE";"15.TODAS LAS EDADES";"Mujeres";1864990
2024;"82";"82-SANTE FE";"15.TODAS LAS EDADES";"Varones";1777073
2024;"82";"82-SANTE FE";"2.5-9";"Ambos sexos";268976
2024;"82";"82-SANTE FE";"2.5-9";"Mujeres";130554
2024;"82";"82-SANTE FE";"2.5-9";"Varones";138422
2024;"82";"82-SANTE FE";"3.10-14";"Ambos sexos";268783
2024;"82";"82-SANTE FE";"3.10-14";"Mujeres";131105
2024;"82";"82-SANTE FE";"3.10-14";"Varones";137678
2024;"82";"82-SANTE FE";"4.15-19";"Ambos sexos";253959
2024;"82";"82-SANTE FE";"4.15-19";"Mujeres";124854
2024;"82";"82-SANTE FE";"4.15-19";"Varones";129105
2024;"82";"82-SANTE FE";"5.20-24";"Ambos sexos";254284
2024;"82";"82-SANTE FE";"5.20-24";"Mujeres";124988
2024;"82";"82-SANTE FE";"5.20-24";"Varones";129296
2024;"82";"82-SANTE FE";"6.25-29";"Ambos sexos";269325
2024;"82";"82-SANTE FE";"6.25-29";"Mujeres";133954
2024;"82";"82-SANTE FE";"6.25-29";"Varones";135371
2024;"82";"82-SANTE FE";"7.30-34";"Ambos sexos";276551
2024;"82";"82-SANTE FE";"7.30-34";"Mujeres";138193
2024;"82";"82-SANTE FE";"7.30-34";"Varones";138358
2024;"82";"82-SANTE FE";"8.35-39";"Ambos sexos";266681
2024;"82";"82-SANTE FE";"8.35-39";"Mujeres";133426
2024;"82";"82-SANTE FE";"8.35-39";"Varones";133255
2024;"82";"82-SANTE FE";"9.40-44";"Ambos sexos";257705
2024;"82";"82-SANTE FE";"9.40-44";"Mujeres";129393
2024;"82";"82-SANTE FE";"9.40-44";"Varones";128312
2024;"86";"86-SANTIAGO DEL ESTERO";"1.0-4";"Ambos sexos";89947
2024;"86";"86-SANTIAGO DEL ESTERO";"1.0-4";"Mujeres";43648
2024;"86";"86-SANTIAGO DEL ESTERO";"1.0-4";"Varones";46299
2024;"86";"86-SANTIAGO DEL ESTERO";"10.45-49";"Ambos sexos";60700
2024;"86";"86-SANTIAGO DEL ESTERO";"10.45-49";"Mujeres";31167
2024;"86";"86-SANTIAGO DEL ESTERO";"10.45-49";"Varones";29533
2024;"86";"86-SANTIAGO DEL ESTERO";"11.50-54";"Ambos sexos";49338
2024;"86";"86-SANTIAGO DEL ESTERO";"11.50-54";"Mujeres";24986
2024;"86";"86-SANTIAGO DEL ESTERO";"11.50-54";"Varones";24352
2024;"86";"86-SANTIAGO DEL ESTERO";"12.55-59";"Ambos sexos";40493
2024;"86";"86-SANTIAGO DEL ESTERO";"12.55-59";"Mujeres";20322
2024;"86";"86-SANTIAGO DEL ESTERO";"12.55-59";"Varones";20171
2024;"86";"86-SANTIAGO DEL ESTERO";"13.60-64";"Ambos sexos";36235
2024;"86";"86-SANTIAGO DEL ESTERO";"13.60-64";"Mujeres";18478
2024;"86";"86-SANTIAGO DEL ESTERO";"13.60-64";"Varones";17757
2024;"86";"86-SANTIAGO DEL ESTERO";"14.De 65 anios y mas";"Ambos sexos";99699
2024;"86";"86-SANTIAGO DEL ESTERO";"14.De 65 anios y mas";"Mujeres";55256
2024;"86";"86-SANTIAGO DEL ESTERO";"14.De 65 anios y mas";"Varones";44443
2024;"86";"86-SANTIAGO DEL ESTERO";"15.TODAS LAS EDADES";"Ambos sexos";1017428
2024;"86";"86-SANTIAGO DEL ESTERO";"15.TODAS LAS EDADES";"Mujeres";511327
2024;"86";"86-SANTIAGO DEL ESTERO";"15.TODAS LAS EDADES";"Varones";506101
2024;"86";"86-SANTIAGO DEL ESTERO";"2.5-9";"Ambos sexos";89106
2024;"86";"86-SANTIAGO DEL ESTERO";"2.5-9";"Mujeres";43235
2024;"86";"86-SANTIAGO DEL ESTERO";"2.5-9";"Varones";45871
2024;"86";"86-SANTIAGO DEL ESTERO";"3.10-14";"Ambos sexos";85563
2024;"86";"86-SANTIAGO DEL ESTERO";"3.10-14";"Mujeres";41403
2024;"86";"86-SANTIAGO DEL ESTERO";"3.10-14";"Varones";44160
2024;"86";"86-SANTIAGO DEL ESTERO";"4.15-19";"Ambos sexos";84945
2024;"86";"86-SANTIAGO DEL ESTERO";"4.15-19";"Mujeres";41168
2024;"86";"86-SANTIAGO DEL ESTERO";"4.15-19";"Varones";43777
2024;"86";"86-SANTIAGO DEL ESTERO";"5.20-24";"Ambos sexos";88519
2024;"86";"86-SANTIAGO DEL ESTERO";"5.20-24";"Mujeres";43224
2024;"86";"86-SANTIAGO DEL ESTERO";"5.20-24";"Varones";45295
2024;"86";"86-SANTIAGO DEL ESTERO";"6.25-29";"Ambos sexos";88948
2024;"86";"86-SANTIAGO DEL ESTERO";"6.25-29";"Mujeres";43835
2024;"86";"86-SANTIAGO DEL ESTERO";"6.25-29";"Varones";45113
2024;"86";"86-SANTIAGO DEL ESTERO";"7.30-34";"Ambos sexos";77087
2024;"86";"86-SANTIAGO DEL ESTERO";"7.30-34";"Mujeres";38891
2024;"86";"86-SANTIAGO DEL ESTERO";"7.30-34";"Varones";38196
2024;"86";"86-SANTIAGO DEL ESTERO";"8.35-39";"Ambos sexos";63654
2024;"86";"86-SANTIAGO DEL ESTERO";"8.35-39";"Mujeres";32945
2024;"86";"86-SANTIAGO DEL ESTERO";"8.35-39";"Varones";30709
2024;"86";"86-SANTIAGO DEL ESTERO";"9.40-44";"Ambos sexos";63194
2024;"86";"86-SANTIAGO DEL ESTERO";"9.40-44";"Mujeres";32769
2024;"86";"86-SANTIAGO DEL ESTERO";"9.40-44";"Varones";30425
2024;"90";"90-TUCUMÁN";"1.0-4";"Ambos sexos";149091
2024;"90";"90-TUCUMÁN";"1.0-4";"Mujeres";72341
2024;"90";"90-TUCUMÁN";"1.0-4";"Varones";76750
2024;"90";"90-TUCUMÁN";"10.45-49";"Ambos sexos";109577
2024;"90";"90-TUCUMÁN";"10.45-49";"Mujeres";55943
2024;"90";"90-TUCUMÁN";"10.45-49";"Varones";53634
2024;"90";"90-TUCUMÁN";"11.50-54";"Ambos sexos";85931
2024;"90";"90-TUCUMÁN";"11.50-54";"Mujeres";44202
2024;"90";"90-TUCUMÁN";"11.50-54";"Varones";41729
2024;"90";"90-TUCUMÁN";"12.55-59";"Ambos sexos";71877
2024;"90";"90-TUCUMÁN";"12.55-59";"Mujeres";37304
2024;"90";"90-TUCUMÁN";"12.55-59";"Varones";34573
2024;"90";"90-TUCUMÁN";"13.60-64";"Ambos sexos";66963
2024;"90";"90-TUCUMÁN";"13.60-64";"Mujeres";35510
2024;"90";"90-TUCUMÁN";"13.60-64";"Varones";31453
2024;"90";"90-TUCUMÁN";"14.De 65 anios y mas";"Ambos sexos";189261
2024;"90";"90-TUCUMÁN";"14.De 65 anios y mas";"Mujeres";107645
2024;"90";"90-TUCUMÁN";"14.De 65 anios y mas";"Varones";81616
2024;"90";"90-TUCUMÁN";"15.TODAS LAS EDADES";"Ambos sexos";1772680
2024;"90";"90-TUCUMÁN";"15.TODAS LAS EDADES";"Mujeres";896698
2024;"90";"90-TUCUMÁN";"15.TODAS LAS EDADES";"Varones";875982
2024;"90";"90-TUCUMÁN";"2.5-9";"Ambos sexos";150159
2024;"90";"90-TUCUMÁN";"2.5-9";"Mujeres";72841
2024;"90";"90-TUCUMÁN";"2.5-9";"Varones";77318
2024;"90";"90-TUCUMÁN";"3.10-14";"Ambos sexos";148060
2024;"90";"90-TUCUMÁN";"3.10-14";"Mujeres";71763
2024;"90";"90-TUCUMÁN";"3.10-14";"Varones";76297
2024;"90";"90-TUCUMÁN";"4.15-19";"Ambos sexos";140179
2024;"90";"90-TUCUMÁN";"4.15-19";"Mujeres";68067
2024;"90";"90-TUCUMÁN";"4.15-19";"Varones";72112
2024;"90";"90-TUCUMÁN";"5.20-24";"Ambos sexos";142438
2024;"90";"90-TUCUMÁN";"5.20-24";"Mujeres";70001
2024;"90";"90-TUCUMÁN";"5.20-24";"Varones";72437
2024;"90";"90-TUCUMÁN";"6.25-29";"Ambos sexos";145825
2024;"90";"90-TUCUMÁN";"6.25-29";"Mujeres";72504
2024;"90";"90-TUCUMÁN";"6.25-29";"Varones";73321
2024;"90";"90-TUCUMÁN";"7.30-34";"Ambos sexos";138049
2024;"90";"90-TUCUMÁN";"7.30-34";"Mujeres";69327
2024;"90";"90-TUCUMÁN";"7.30-34";"Varones";68722
2024;"90";"90-TUCUMÁN";"8.35-39";"Ambos sexos";120792
2024;"90";"90-TUCUMÁN";"8.35-39";"Mujeres";61085
2024;"90";"90-TUCUMÁN";"8.35-39";"Varones";59707
2024;"90";"90-TUCUMÁN";"9.40-44";"Ambos sexos";114478
2024;"90";"90-TUCUMÁN";"9.40-44";"Mujeres";58165
2024;"90";"90-TUCUMÁN";"9.40-44";"Varones";56313
2024;"94";"94-TIERRA DEL FUEGO";"1.0-4";"Ambos sexos";15139
2024;"94";"94-TIERRA DEL FUEGO";"1.0-4";"Mujeres";7343
2024;"94";"94-TIERRA DEL FUEGO";"1.0-4";"Varones";7796
2024;"94";"94-TIERRA DEL FUEGO";"10.45-49";"Ambos sexos";13201
2024;"94";"94-TIERRA DEL FUEGO";"10.45-49";"Mujeres";6496
2024;"94";"94-TIERRA DEL FUEGO";"10.45-49";"Varones";6705
2024;"94";"94-TIERRA DEL FUEGO";"11.50-54";"Ambos sexos";10254
2024;"94";"94-TIERRA DEL FUEGO";"11.50-54";"Mujeres";5160
2024;"94";"94-TIERRA DEL FUEGO";"11.50-54";"Varones";5094
2024;"94";"94-TIERRA DEL FUEGO";"12.55-59";"Ambos sexos";8577
2024;"94";"94-TIERRA DEL FUEGO";"12.55-59";"Mujeres";4332
2024;"94";"94-TIERRA DEL FUEGO";"12.55-59";"Varones";4245
2024;"94";"94-TIERRA DEL FUEGO";"13.60-64";"Ambos sexos";8033
2024;"94";"94-TIERRA DEL FUEGO";"13.60-64";"Mujeres";3975
2024;"94";"94-TIERRA DEL FUEGO";"13.60-64";"Varones";4058
2024;"94";"94-TIERRA DEL FUEGO";"14.De 65 anios y mas";"Ambos sexos";13997
2024;"94";"94-TIERRA DEL FUEGO";"14.De 65 anios y mas";"Mujeres";7215
2024;"94";"94-TIERRA DEL FUEGO";"14.De 65 anios y mas";"Varones";6782
2024;"94";"94-TIERRA DEL FUEGO";"15.TODAS LAS EDADES";"Ambos sexos";190601
2024;"94";"94-TIERRA DEL FUEGO";"15.TODAS LAS EDADES";"Mujeres";93533
2024;"94";"94-TIERRA DEL FUEGO";"15.TODAS LAS EDADES";"Varones";97068
2024;"94";"94-TIERRA DEL FUEGO";"2.5-9";"Ambos sexos";14941
2024;"94";"94-TIERRA DEL FUEGO";"2.5-9";"Mujeres";7302
2024;"94";"94-TIERRA DEL FUEGO";"2.5-9";"Varones";7639
2024;"94";"94-TIERRA DEL FUEGO";"3.10-14";"Ambos sexos";14703
2024;"94";"94-TIERRA DEL FUEGO";"3.10-14";"Mujeres";7221
2024;"94";"94-TIERRA DEL FUEGO";"3.10-14";"Varones";7482
2024;"94";"94-TIERRA DEL FUEGO";"4.15-19";"Ambos sexos";15031
2024;"94";"94-TIERRA DEL FUEGO";"4.15-19";"Mujeres";7293
2024;"94";"94-TIERRA DEL FUEGO";"4.15-19";"Varones";7738
2024;"94";"94-TIERRA DEL FUEGO";"5.20-24";"Ambos sexos";15306
2024;"94";"94-TIERRA DEL FUEGO";"5.20-24";"Mujeres";7388
2024;"94";"94-TIERRA DEL FUEGO";"5.20-24";"Varones";7918
2024;"94";"94-TIERRA DEL FUEGO";"6.25-29";"Ambos sexos";14898
2024;"94";"94-TIERRA DEL FUEGO";"6.25-29";"Mujeres";7283
2024;"94";"94-TIERRA DEL FUEGO";"6.25-29";"Varones";7615
2024;"94";"94-TIERRA DEL FUEGO";"7.30-34";"Ambos sexos";15777
2024;"94";"94-TIERRA DEL FUEGO";"7.30-34";"Mujeres";7715
2024;"94";"94-TIERRA DEL FUEGO";"7.30-34";"Varones";8062
2024;"94";"94-TIERRA DEL FUEGO";"8.35-39";"Ambos sexos";15686
2024;"94";"94-TIERRA DEL FUEGO";"8.35-39";"Mujeres";7531
2024;"94";"94-TIERRA DEL FUEGO";"8.35-39";"Varones";8155
2024;"94";"94-TIERRA DEL FUEGO";"9.40-44";"Ambos sexos";15058
2024;"94";"94-TIERRA DEL FUEGO";"9.40-44";"Mujeres";7279
2024;"94";"94-TIERRA DEL FUEGO";"9.40-44";"Varones";7779
2025;"02";"02-CABA";"1.0-4";"Ambos sexos";194379
2025;"02";"02-CABA";"1.0-4";"Mujeres";94309
2025;"02";"02-CABA";"1.0-4";"Varones";100070
2025;"02";"02-CABA";"10.45-49";"Ambos sexos";216824
2025;"02";"02-CABA";"10.45-49";"Mujeres";112517
2025;"02";"02-CABA";"10.45-49";"Varones";104307
2025;"02";"02-CABA";"11.50-54";"Ambos sexos";197400
2025;"02";"02-CABA";"11.50-54";"Mujeres";104068
2025;"02";"02-CABA";"11.50-54";"Varones";93332
2025;"02";"02-CABA";"12.55-59";"Ambos sexos";162539
2025;"02";"02-CABA";"12.55-59";"Mujeres";87707
2025;"02";"02-CABA";"12.55-59";"Varones";74832
2025;"02";"02-CABA";"13.60-64";"Ambos sexos";149043
2025;"02";"02-CABA";"13.60-64";"Mujeres";82705
2025;"02";"02-CABA";"13.60-64";"Varones";66338
2025;"02";"02-CABA";"14.De 65 anios y mas";"Ambos sexos";530274
2025;"02";"02-CABA";"14.De 65 anios y mas";"Mujeres";330638
2025;"02";"02-CABA";"14.De 65 anios y mas";"Varones";199636
2025;"02";"02-CABA";"15.TODAS LAS EDADES";"Ambos sexos";3086680
2025;"02";"02-CABA";"15.TODAS LAS EDADES";"Mujeres";1630120
2025;"02";"02-CABA";"15.TODAS LAS EDADES";"Varones";1456560
2025;"02";"02-CABA";"2.5-9";"Ambos sexos";196125
2025;"02";"02-CABA";"2.5-9";"Mujeres";95251
2025;"02";"02-CABA";"2.5-9";"Varones";100874
2025;"02";"02-CABA";"3.10-14";"Ambos sexos";195294
2025;"02";"02-CABA";"3.10-14";"Mujeres";95025
2025;"02";"02-CABA";"3.10-14";"Varones";100269
2025;"02";"02-CABA";"4.15-19";"Ambos sexos";196262
2025;"02";"02-CABA";"4.15-19";"Mujeres";95857
2025;"02";"02-CABA";"4.15-19";"Varones";100405
2025;"02";"02-CABA";"5.20-24";"Ambos sexos";196502
2025;"02";"02-CABA";"5.20-24";"Mujeres";97354
2025;"02";"02-CABA";"5.20-24";"Varones";99148
2025;"02";"02-CABA";"6.25-29";"Ambos sexos";198334
2025;"02";"02-CABA";"6.25-29";"Mujeres";99893
2025;"02";"02-CABA";"6.25-29";"Varones";98441
2025;"02";"02-CABA";"7.30-34";"Ambos sexos";209424
2025;"02";"02-CABA";"7.30-34";"Mujeres";106517
2025;"02";"02-CABA";"7.30-34";"Varones";102907
2025;"02";"02-CABA";"8.35-39";"Ambos sexos";223931
2025;"02";"02-CABA";"8.35-39";"Mujeres";114733
2025;"02";"02-CABA";"8.35-39";"Varones";109198
2025;"02";"02-CABA";"9.40-44";"Ambos sexos";220349
2025;"02";"02-CABA";"9.40-44";"Mujeres";113546
2025;"02";"02-CABA";"9.40-44";"Varones";106803
2025;"06";"06-BUENOS AIRES";"1.0-4";"Ambos sexos";1379207
2025;"06";"06-BUENOS AIRES";"1.0-4";"Mujeres";669068
2025;"06";"06-BUENOS AIRES";"1.0-4";"Varones";710139
2025;"06";"06-BUENOS AIRES";"10.45-49";"Ambos sexos";1189655
2025;"06";"06-BUENOS AIRES";"10.45-49";"Mujeres";603585
2025;"06";"06-BUENOS AIRES";"10.45-49";"Varones";586070
2025;"06";"06-BUENOS AIRES";"11.50-54";"Ambos sexos";1038971
2025;"06";"06-BUENOS AIRES";"11.50-54";"Mujeres";531788
2025;"06";"06-BUENOS AIRES";"11.50-54";"Varones";507183
2025;"06";"06-BUENOS AIRES";"12.55-59";"Ambos sexos";887238
2025;"06";"06-BUENOS AIRES";"12.55-59";"Mujeres";460106
2025;"06";"06-BUENOS AIRES";"12.55-59";"Varones";427132
2025;"06";"06-BUENOS AIRES";"13.60-64";"Ambos sexos";800570
2025;"06";"06-BUENOS AIRES";"13.60-64";"Mujeres";423322
2025;"06";"06-BUENOS AIRES";"13.60-64";"Varones";377248
2025;"06";"06-BUENOS AIRES";"14.De 65 anios y mas";"Ambos sexos";2334943
2025;"06";"06-BUENOS AIRES";"14.De 65 anios y mas";"Mujeres";1370649
2025;"06";"06-BUENOS AIRES";"14.De 65 anios y mas";"Varones";964294
2025;"06";"06-BUENOS AIRES";"15.TODAS LAS EDADES";"Ambos sexos";18359753
2025;"06";"06-BUENOS AIRES";"15.TODAS LAS EDADES";"Mujeres";9335132
2025;"06";"06-BUENOS AIRES";"15.TODAS LAS EDADES";"Varones";9024621
2025;"06";"06-BUENOS AIRES";"2.5-9";"Ambos sexos";1420080
2025;"06";"06-BUENOS AIRES";"2.5-9";"Mujeres";689432
2025;"06";"06-BUENOS AIRES";"2.5-9";"Varones";730648
2025;"06";"06-BUENOS AIRES";"3.10-14";"Ambos sexos";1469538
2025;"06";"06-BUENOS AIRES";"3.10-14";"Mujeres";713713
2025;"06";"06-BUENOS AIRES";"3.10-14";"Varones";755825
2025;"06";"06-BUENOS AIRES";"4.15-19";"Ambos sexos";1384644
2025;"06";"06-BUENOS AIRES";"4.15-19";"Mujeres";671839
2025;"06";"06-BUENOS AIRES";"4.15-19";"Varones";712805
2025;"06";"06-BUENOS AIRES";"5.20-24";"Ambos sexos";1327477
2025;"06";"06-BUENOS AIRES";"5.20-24";"Mujeres";649095
2025;"06";"06-BUENOS AIRES";"5.20-24";"Varones";678382
2025;"06";"06-BUENOS AIRES";"6.25-29";"Ambos sexos";1298048
2025;"06";"06-BUENOS AIRES";"6.25-29";"Mujeres";639305
2025;"06";"06-BUENOS AIRES";"6.25-29";"Varones";658743
2025;"06";"06-BUENOS AIRES";"7.30-34";"Ambos sexos";1325144
2025;"06";"06-BUENOS AIRES";"7.30-34";"Mujeres";657879
2025;"06";"06-BUENOS AIRES";"7.30-34";"Varones";667265
2025;"06";"06-BUENOS AIRES";"8.35-39";"Ambos sexos";1296112
2025;"06";"06-BUENOS AIRES";"8.35-39";"Mujeres";647699
2025;"06";"06-BUENOS AIRES";"8.35-39";"Varones";648413
2025;"06";"06-BUENOS AIRES";"9.40-44";"Ambos sexos";1208126
2025;"06";"06-BUENOS AIRES";"9.40-44";"Mujeres";607652
2025;"06";"06-BUENOS AIRES";"9.40-44";"Varones";600474
2025;"10";"10-CATAMARCA";"1.0-4";"Ambos sexos";33765
2025;"10";"10-CATAMARCA";"1.0-4";"Mujeres";16383
2025;"10";"10-CATAMARCA";"1.0-4";"Varones";17382
2025;"10";"10-CATAMARCA";"10.45-49";"Ambos sexos";28475
2025;"10";"10-CATAMARCA";"10.45-49";"Mujeres";14437
2025;"10";"10-CATAMARCA";"10.45-49";"Varones";14038
2025;"10";"10-CATAMARCA";"11.50-54";"Ambos sexos";24294
2025;"10";"10-CATAMARCA";"11.50-54";"Mujeres";12294
2025;"10";"10-CATAMARCA";"11.50-54";"Varones";12000
2025;"10";"10-CATAMARCA";"12.55-59";"Ambos sexos";20062
2025;"10";"10-CATAMARCA";"12.55-59";"Mujeres";10169
2025;"10";"10-CATAMARCA";"12.55-59";"Varones";9893
2025;"10";"10-CATAMARCA";"13.60-64";"Ambos sexos";17488
2025;"10";"10-CATAMARCA";"13.60-64";"Mujeres";8930
2025;"10";"10-CATAMARCA";"13.60-64";"Varones";8558
2025;"10";"10-CATAMARCA";"14.De 65 anios y mas";"Ambos sexos";48713
2025;"10";"10-CATAMARCA";"14.De 65 anios y mas";"Mujeres";26979
2025;"10";"10-CATAMARCA";"14.De 65 anios y mas";"Varones";21734
2025;"10";"10-CATAMARCA";"15.TODAS LAS EDADES";"Ambos sexos";432438
2025;"10";"10-CATAMARCA";"15.TODAS LAS EDADES";"Mujeres";215902
2025;"10";"10-CATAMARCA";"15.TODAS LAS EDADES";"Varones";216536
2025;"10";"10-CATAMARCA";"2.5-9";"Ambos sexos";34026
2025;"10";"10-CATAMARCA";"2.5-9";"Mujeres";16497
2025;"10";"10-CATAMARCA";"2.5-9";"Varones";17529
2025;"10";"10-CATAMARCA";"3.10-14";"Ambos sexos";33679
2025;"10";"10-CATAMARCA";"3.10-14";"Mujeres";16320
2025;"10";"10-CATAMARCA";"3.10-14";"Varones";17359
2025;"10";"10-CATAMARCA";"4.15-19";"Ambos sexos";32854
2025;"10";"10-CATAMARCA";"4.15-19";"Mujeres";15841
2025;"10";"10-CATAMARCA";"4.15-19";"Varones";17013
2025;"10";"10-CATAMARCA";"5.20-24";"Ambos sexos";34644
2025;"10";"10-CATAMARCA";"5.20-24";"Mujeres";16730
